Brand,AnnualDemand,AvgPurchasePrice,HoldingCost,OrderingCost,EOQ,OrdersPerYear,TotalOrderingCost,TotalHoldingCost,TotalInventoryCost
18748,43,5.6,1.1199999999999999,150,107,1,150,59.919999999999995,209.92
19855,43,19.47,3.894,150,58,1,150,112.926,262.926
11337,43,17.44,3.4880000000000004,150,61,1,150,106.38400000000001,256.384
3909,43,19.37,3.8740000000000006,150,58,1,150,112.34600000000002,262.346
35319,43,9.66,1.9320000000000002,150,82,1,150,79.212,229.212
36000,43,8.44,1.688,150,87,1,150,73.428,223.428
831,43,7.46,1.492,150,93,1,150,69.378,219.378
838,43,7.96,1.592,150,90,1,150,71.64,221.64
40658,43,20.54,4.108,150,56,1,150,115.02399999999999,265.024
24621,43,5.88,1.176,150,105,1,150,61.739999999999995,211.74
5681,43,23.8,4.760000000000001,150,52,1,150,123.76000000000002,273.76
525,43,31.0,6.2,150,46,1,150,142.6,292.6
3285,43,7.29,1.4580000000000002,150,94,1,150,68.52600000000001,218.526
10415,43,8.6,1.72,150,87,1,150,74.82,224.82
18901,43,6.07,1.2140000000000002,150,103,1,150,62.52100000000001,212.52100000000002
2368,43,108.52,21.704,150,24,2,300,260.448,560.448
5990,43,39.36,7.872,150,40,2,300,157.44,457.44
16824,42,13.15,2.6300000000000003,150,69,1,150,90.73500000000001,240.735
37156,42,4.1,0.82,150,124,1,150,50.839999999999996,200.84
8425,42,15.17,3.0340000000000003,150,64,1,150,97.08800000000001,247.08800000000002
20745,42,7.94,1.588,150,89,1,150,70.666,220.666
18014,42,13.6,2.72,150,68,1,150,92.48,242.48000000000002
16246,42,5.47,1.094,150,107,1,150,58.529,208.529
21311,42,26.84,5.368,150,48,1,150,128.832,278.832
15205,42,17.76,3.5520000000000005,150,60,1,150,106.56000000000002,256.56
44780,42,12.9,2.58,150,70,1,150,90.3,240.3
18278,42,16.1,3.2200000000000006,150,63,1,150,101.43000000000002,251.43
8708,42,4.62,0.924,150,117,1,150,54.054,204.054
46826,42,10.34,2.068,150,78,1,150,80.652,230.652
22696,42,6.66,1.332,150,97,1,150,64.602,214.602
31847,42,21.85,4.37,150,54,1,150,117.99000000000001,267.99
23148,42,7.48,1.4960000000000002,150,92,1,150,68.81600000000002,218.81600000000003
20000,42,7.18,1.436,150,94,1,150,67.49199999999999,217.492
24265,42,14.09,2.818,150,67,1,150,94.403,244.40300000000002
1048,42,5.11,1.022,150,111,1,150,56.721000000000004,206.721
21218,42,17.44,3.4880000000000004,150,60,1,150,104.64000000000001,254.64000000000001
1004,42,10.65,2.1300000000000003,150,77,1,150,82.00500000000001,232.005
3578,42,36.49,7.298000000000001,150,42,1,150,153.258,303.25800000000004
14096,42,21.37,4.274,150,54,1,150,115.398,265.398
19001,42,18.18,3.636,150,59,1,150,107.262,257.262
3046,42,35.81,7.162000000000001,150,42,1,150,150.40200000000002,300.40200000000004
12154,42,10.06,2.012,150,79,1,150,79.474,229.474
4421,42,8.2,1.64,150,88,1,150,72.16,222.16
17378,42,8.27,1.654,150,87,1,150,71.949,221.949
7193,42,8.91,1.782,150,84,1,150,74.844,224.844
19531,42,15.03,3.0060000000000002,150,65,1,150,97.69500000000001,247.695
16839,42,10.38,2.076,150,78,1,150,80.964,230.964
12212,42,10.52,2.104,150,77,1,150,81.004,231.00400000000002
36845,42,7.33,1.4660000000000002,150,93,1,150,68.16900000000001,218.169
3483,41,10.21,2.0420000000000003,150,78,1,150,79.638,229.638
44704,41,7.56,1.512,150,90,1,150,68.04,218.04000000000002
22270,41,27.02,5.404,150,48,1,150,129.696,279.696
11443,41,5.33,1.066,150,107,1,150,57.031000000000006,207.031
12024,41,11.56,2.3120000000000003,150,73,1,150,84.388,234.388
31621,41,6.62,1.324,150,96,1,150,63.55200000000001,213.55200000000002
40965,41,16.44,3.2880000000000003,150,61,1,150,100.284,250.284
5707,41,21.42,4.284000000000001,150,54,1,150,115.66800000000002,265.668
7219,41,30.46,6.0920000000000005,150,45,1,150,137.07000000000002,287.07000000000005
856,41,21.73,4.346,150,53,1,150,115.169,265.169
16989,41,6.07,1.2140000000000002,150,101,1,150,61.30700000000001,211.30700000000002
451,41,3.59,0.718,150,131,1,150,47.028999999999996,197.029
24603,41,20.13,4.026,150,55,1,150,110.71499999999999,260.715
2532,41,96.89,19.378,150,25,2,300,242.225,542.225
36154,41,19.99,3.9979999999999998,150,55,1,150,109.945,259.945
42797,41,10.64,2.128,150,76,1,150,80.864,230.864
15089,41,6.57,1.314,150,97,1,150,63.729,213.72899999999998
1042,41,5.34,1.068,150,107,1,150,57.138000000000005,207.138
17431,41,7.09,1.4180000000000001,150,93,1,150,65.93700000000001,215.937
4391,41,18.1,3.6200000000000006,150,58,1,150,104.98000000000002,254.98000000000002
17882,41,16.32,3.2640000000000002,150,61,1,150,99.552,249.55200000000002
37712,41,7.3,1.46,150,92,1,150,67.16,217.16
604,41,5.14,1.028,150,109,1,150,56.026,206.026
16657,41,7.23,1.4460000000000002,150,92,1,150,66.516,216.51600000000002
33578,41,9.86,1.972,150,79,1,150,77.894,227.894
4921,41,15.87,3.174,150,62,1,150,98.39399999999999,248.394
33028,41,30.4,6.08,150,45,1,150,136.8,286.8
15675,41,7.28,1.4560000000000002,150,92,1,150,66.97600000000001,216.976
46554,41,9.39,1.8780000000000001,150,81,1,150,76.059,226.059
21270,40,5.91,1.1820000000000002,150,101,1,150,59.69100000000001,209.691
24049,40,5.91,1.1820000000000002,150,101,1,150,59.69100000000001,209.691
24056,40,12.74,2.548,150,69,1,150,87.906,237.906
18533,40,10.27,2.054,150,76,1,150,78.05199999999999,228.052
9140,40,16.29,3.258,150,61,1,150,99.369,249.369
17945,40,6.53,1.306,150,96,1,150,62.688,212.688
18529,40,5.1,1.02,150,108,1,150,55.08,205.07999999999998
1230,40,3.17,0.634,150,138,1,150,43.746,193.746
2667,40,14.39,2.878,150,65,1,150,93.535,243.535
42456,40,19.35,3.8700000000000006,150,56,1,150,108.36000000000001,258.36
23351,40,4.89,0.978,150,111,1,150,54.278999999999996,204.279
1672,40,15.99,3.1980000000000004,150,61,1,150,97.53900000000002,247.53900000000002
2156,40,26.92,5.384,150,47,1,150,126.524,276.524
12429,40,9.08,1.816,150,81,1,150,73.548,223.548
14631,40,23.83,4.766,150,50,1,150,119.15,269.15
20427,40,11.4,2.2800000000000002,150,73,1,150,83.22000000000001,233.22000000000003
2200,40,10.78,2.156,150,75,1,150,80.85000000000001,230.85000000000002
22822,40,8.21,1.6420000000000003,150,85,1,150,69.78500000000001,219.78500000000003
20324,40,7.99,1.598,150,87,1,150,69.513,219.513
2625,40,43.16,8.632,150,37,2,300,159.692,459.692
17915,40,5.8,1.16,150,102,1,150,59.16,209.16
35801,40,6.12,1.2240000000000002,150,99,1,150,60.58800000000001,210.58800000000002
217,40,14.7,2.94,150,64,1,150,94.08,244.07999999999998
19443,40,14.33,2.866,150,65,1,150,93.14500000000001,243.145
36844,40,9.26,1.852,150,80,1,150,74.08,224.07999999999998
27798,40,6.49,1.298,150,96,1,150,62.304,212.304
547,40,10.31,2.0620000000000003,150,76,1,150,78.35600000000001,228.356
25200,40,8.78,1.756,150,83,1,150,72.874,222.874
17325,40,13.69,2.738,150,66,1,150,90.354,240.35399999999998
4326,39,22.38,4.476,150,51,1,150,114.138,264.13800000000003
25917,39,6.07,1.2140000000000002,150,98,1,150,59.48600000000001,209.48600000000002
42018,39,7.94,1.588,150,86,1,150,68.284,218.284
21428,39,9.45,1.89,150,79,1,150,74.655,224.655
3652,39,37.79,7.558,150,39,1,150,147.381,297.381
1542,39,22.72,4.544,150,51,1,150,115.87199999999999,265.87199999999996
39764,39,18.29,3.658,150,57,1,150,104.253,254.253
45090,39,8.05,1.6100000000000003,150,85,1,150,68.42500000000001,218.425
14655,39,6.53,1.306,150,95,1,150,62.035000000000004,212.035
22338,39,17.1,3.4200000000000004,150,58,1,150,99.18,249.18
20748,39,34.48,6.896,150,41,1,150,141.368,291.368
33216,39,5.86,1.1720000000000002,150,100,1,150,58.60000000000001,208.60000000000002
2597,39,14.38,2.8760000000000003,150,64,1,150,92.03200000000001,242.032
24786,39,159.73,31.945999999999998,150,19,3,450,303.48699999999997,753.487
18174,39,7.14,1.428,150,91,1,150,64.974,214.974
24416,39,8.44,1.688,150,83,1,150,70.05199999999999,220.052
2650,39,19.68,3.936,150,55,1,150,108.24,258.24
16931,39,109.93,21.986000000000004,150,23,2,300,252.83900000000006,552.839
555,39,21.73,4.346,150,52,1,150,112.99600000000001,262.996
15357,39,6.89,1.3780000000000001,150,92,1,150,63.388000000000005,213.388
1392,39,10.6,2.12,150,74,1,150,78.44,228.44
36625,39,14.18,2.8360000000000003,150,64,1,150,90.75200000000001,240.752
2563,39,34.61,6.922000000000001,150,41,1,150,141.901,291.901
10732,39,9.8,1.9600000000000002,150,77,1,150,75.46000000000001,225.46
25285,39,12.49,2.498,150,68,1,150,84.932,234.93200000000002
4784,39,13.23,2.6460000000000004,150,66,1,150,87.31800000000001,237.318
39209,39,7.53,1.5060000000000002,150,88,1,150,66.26400000000001,216.264
38953,39,8.27,1.654,150,84,1,150,69.46799999999999,219.468
20096,39,5.88,1.176,150,100,1,150,58.8,208.8
25338,39,32.46,6.492000000000001,150,42,1,150,136.33200000000002,286.332
865,39,5.5,1.1,150,103,1,150,56.650000000000006,206.65
5808,39,38.12,7.624,150,39,1,150,148.668,298.668
7537,38,70.86,14.172,150,28,2,300,198.40800000000002,498.408
24208,38,6.07,1.2140000000000002,150,97,1,150,58.87900000000001,208.87900000000002
24099,38,2.62,0.524,150,147,1,150,38.514,188.514
18000,38,2.75,0.55,150,144,1,150,39.6,189.6
16646,38,24.18,4.836,150,49,1,150,118.48200000000001,268.482
15552,38,8.05,1.6100000000000003,150,84,1,150,67.62000000000002,217.62
41348,38,12.16,2.4320000000000004,150,68,1,150,82.68800000000002,232.68800000000002
779,38,9.55,1.9100000000000001,150,77,1,150,73.53500000000001,223.53500000000003
42275,38,12.9,2.58,150,66,1,150,85.14,235.14
30638,38,9.52,1.904,150,77,1,150,73.304,223.304
10470,38,11.4,2.2800000000000002,150,71,1,150,80.94000000000001,230.94
34580,38,18.82,3.7640000000000002,150,55,1,150,103.51,253.51
9439,38,21.47,4.294,150,52,1,150,111.64399999999999,261.644
2238,38,18.93,3.786,150,55,1,150,104.115,254.115
12428,38,41.37,8.274,150,37,2,300,153.069,453.06899999999996
3199,38,34.3,6.859999999999999,150,41,1,150,140.63,290.63
7917,38,6.92,1.3840000000000001,150,91,1,150,62.97200000000001,212.972
484,38,16.79,3.358,150,58,1,150,97.382,247.382
2433,38,91.9,18.380000000000003,150,25,2,300,229.75000000000003,529.75
6892,38,3.39,0.678,150,130,1,150,44.07,194.07
25256,38,11.1,2.22,150,72,1,150,79.92,229.92000000000002
21002,38,7.74,1.548,150,86,1,150,66.56400000000001,216.56400000000002
33768,38,14.47,2.894,150,63,1,150,91.161,241.161
8348,38,13.95,2.79,150,64,1,150,89.28,239.28
22524,38,18.82,3.7640000000000002,150,55,1,150,103.51,253.51
18806,38,36.42,7.284000000000001,150,40,1,150,145.68,295.68
22632,38,7.48,1.4960000000000002,150,87,1,150,65.07600000000001,215.07600000000002
22617,38,6.8,1.36,150,92,1,150,62.56,212.56
14666,38,11.68,2.336,150,70,1,150,81.75999999999999,231.76
19486,38,11.76,2.352,150,70,1,150,82.32,232.32
21884,38,2.36,0.472,150,155,1,150,36.58,186.57999999999998
24024,38,13.69,2.738,150,65,1,150,88.985,238.985
13594,38,8.16,1.6320000000000001,150,84,1,150,68.54400000000001,218.544
38137,38,19.99,3.9979999999999998,150,53,1,150,105.94699999999999,255.947
200,38,23.43,4.686,150,49,1,150,114.807,264.807
45185,38,9.08,1.816,150,79,1,150,71.732,221.732
24432,37,5.95,1.1900000000000002,150,97,1,150,57.71500000000001,207.715
2502,37,26.92,5.384,150,45,1,150,121.14000000000001,271.14
1148,37,5.26,1.052,150,103,1,150,54.178000000000004,204.178
19392,37,9.93,1.986,150,75,1,150,74.475,224.475
4121,37,22.21,4.442,150,50,1,150,111.05000000000001,261.05
24703,37,15.43,3.0860000000000003,150,60,1,150,92.58000000000001,242.58
25253,37,10.52,2.104,150,73,1,150,76.796,226.796
19242,37,6.95,1.3900000000000001,150,89,1,150,61.855000000000004,211.85500000000002
8337,37,12.4,2.4800000000000004,150,67,1,150,83.08000000000001,233.08
24580,37,12.25,2.45,150,67,1,150,82.075,232.075
42385,37,3.65,0.73,150,123,1,150,44.894999999999996,194.89499999999998
8237,37,74.62,14.924000000000001,150,27,2,300,201.47400000000002,501.47400000000005
2790,37,24.44,4.888000000000001,150,48,1,150,117.31200000000001,267.312
2781,37,44.11,8.822000000000001,150,35,2,300,154.38500000000002,454.385
13395,37,9.2,1.8399999999999999,150,78,1,150,71.75999999999999,221.76
18613,37,9.33,1.866,150,77,1,150,71.84100000000001,221.841
22854,37,8.27,1.654,150,82,1,150,67.814,217.814
3737,37,12.4,2.4800000000000004,150,67,1,150,83.08000000000001,233.08
16468,37,7.79,1.558,150,84,1,150,65.436,215.436
44493,37,31.07,6.214,150,42,1,150,130.494,280.494
23172,37,20.4,4.08,150,52,1,150,106.08,256.08
12204,37,4.02,0.8039999999999999,150,117,1,150,47.034,197.034
31195,37,17.53,3.5060000000000002,150,56,1,150,98.168,248.168
35123,37,21.76,4.352,150,51,1,150,110.97600000000001,260.976
2512,37,25.36,5.072,150,47,1,150,119.19200000000001,269.192
3408,37,15.62,3.124,150,60,1,150,93.72,243.72
9116,37,18.51,3.7020000000000004,150,55,1,150,101.805,251.805
16860,37,13.51,2.702,150,64,1,150,86.464,236.464
44912,37,10.88,2.176,150,71,1,150,77.248,227.248
17024,37,8.72,1.7440000000000002,150,80,1,150,69.76,219.76
14684,37,29.6,5.920000000000001,150,43,1,150,127.28000000000002,277.28000000000003
5468,37,45.11,9.022,150,35,2,300,157.885,457.885
16782,37,24.5,4.9,150,48,1,150,117.60000000000001,267.6
8875,37,15.33,3.0660000000000003,150,60,1,150,91.98,241.98000000000002
2990,36,15.99,3.1980000000000004,150,58,1,150,92.74200000000002,242.74200000000002
18744,36,7.58,1.516,150,84,1,150,63.672,213.672
884,36,7.08,1.4160000000000001,150,87,1,150,61.596000000000004,211.596
788,36,11.19,2.238,150,69,1,150,77.211,227.211
23366,36,9.26,1.852,150,76,1,150,70.376,220.376
24418,36,9.26,1.852,150,76,1,150,70.376,220.376
22007,36,10.8,2.16,150,71,1,150,76.68,226.68
25557,36,9.8,1.9600000000000002,150,74,1,150,72.52000000000001,222.52
26876,36,54.05,10.81,150,32,2,300,172.96,472.96000000000004
24557,36,8.78,1.756,150,78,1,150,68.484,218.48399999999998
15076,36,7.74,1.548,150,84,1,150,65.016,215.01600000000002
2096,36,78.12,15.624000000000002,150,26,2,300,203.11200000000002,503.112
21252,36,8.05,1.6100000000000003,150,82,1,150,66.01000000000002,216.01000000000002
21260,36,8.78,1.756,150,78,1,150,68.484,218.48399999999998
46590,36,8.38,1.6760000000000002,150,80,1,150,67.04,217.04000000000002
8720,36,5.96,1.192,150,95,1,150,56.62,206.62
25643,36,7.89,1.578,150,83,1,150,65.48700000000001,215.48700000000002
22043,36,2.54,0.508,150,146,1,150,37.084,187.084
13552,36,31.72,6.344,150,41,1,150,130.052,280.052
21975,36,8.49,1.6980000000000002,150,80,1,150,67.92,217.92000000000002
38853,36,3.39,0.678,150,126,1,150,42.714000000000006,192.714
21960,36,4.02,0.8039999999999999,150,116,1,150,46.632,196.632
19316,36,9.99,1.9980000000000002,150,74,1,150,73.926,223.926
35747,36,9.33,1.866,150,76,1,150,70.908,220.90800000000002
13619,36,12.07,2.414,150,67,1,150,80.869,230.869
17473,36,5.62,1.124,150,98,1,150,55.07600000000001,205.07600000000002
3892,36,2.18,0.43600000000000005,150,157,1,150,34.226000000000006,184.226
11366,36,6.07,1.2140000000000002,150,94,1,150,57.05800000000001,207.058
28223,36,10.38,2.076,150,72,1,150,74.736,224.736
15362,36,10.8,2.16,150,71,1,150,76.68,226.68
2982,36,52.23,10.446,150,32,2,300,167.136,467.13599999999997
42753,36,2.6,0.52,150,144,1,150,37.44,187.44
16869,36,4.57,0.9140000000000001,150,109,1,150,49.81300000000001,199.81300000000002
24812,36,8.78,1.756,150,78,1,150,68.484,218.48399999999998
14413,36,2.59,0.518,150,144,1,150,37.296,187.296
37152,36,12.9,2.58,150,65,1,150,83.85000000000001,233.85000000000002
27488,36,8.84,1.768,150,78,1,150,68.952,218.952
1740,36,40.71,8.142000000000001,150,36,1,150,146.556,296.55600000000004
22919,36,12.92,2.584,150,65,1,150,83.98,233.98000000000002
8289,36,43.79,8.758000000000001,150,35,2,300,153.26500000000001,453.265
21419,36,5.47,1.094,150,99,1,150,54.153000000000006,204.15300000000002
6891,36,3.42,0.684,150,126,1,150,43.092000000000006,193.092
3185,36,35.33,7.066,150,39,1,150,137.787,287.78700000000003
6754,36,4.72,0.944,150,107,1,150,50.504,200.504
7874,36,3.99,0.798,150,116,1,150,46.284000000000006,196.284
19831,36,6.84,1.368,150,89,1,150,60.876000000000005,210.876
19989,36,5.26,1.052,150,101,1,150,53.126000000000005,203.126
38852,36,3.28,0.656,150,128,1,150,41.984,191.984
25465,36,39.99,7.998000000000001,150,37,1,150,147.96300000000002,297.963
2207,36,46.15,9.23,150,34,2,300,156.91,456.90999999999997
11932,36,18.29,3.658,150,54,1,150,98.76599999999999,248.766
5838,36,17.85,3.5700000000000003,150,55,1,150,98.17500000000001,248.175
23832,36,5.91,1.1820000000000002,150,96,1,150,56.736000000000004,206.736
24292,36,7.48,1.4960000000000002,150,85,1,150,63.58000000000001,213.58
21420,36,5.36,1.072,150,100,1,150,53.6,203.6
17520,35,1.97,0.394,150,163,1,150,32.111000000000004,182.111
26497,35,11.61,2.322,150,67,1,150,77.787,227.787
18788,35,10.27,2.054,150,71,1,150,72.91699999999999,222.91699999999997
15981,35,9.33,1.866,150,75,1,150,69.97500000000001,219.97500000000002
3770,35,14.17,2.834,150,61,1,150,86.437,236.437
23432,35,10.59,2.118,150,70,1,150,74.13,224.13
16146,35,12.83,2.5660000000000003,150,64,1,150,82.11200000000001,232.11200000000002
1591,35,9.92,1.984,150,73,1,150,72.416,222.416
26944,35,18.18,3.636,150,54,1,150,98.172,248.172
6446,35,9.8,1.9600000000000002,150,73,1,150,71.54,221.54000000000002
22294,35,17.23,3.446,150,55,1,150,94.765,244.765
18971,35,15.64,3.128,150,58,1,150,90.712,240.712
7891,35,35.96,7.192,150,38,1,150,136.648,286.648
8043,35,4.47,0.894,150,108,1,150,48.276,198.276
25258,35,8.72,1.7440000000000002,150,78,1,150,68.016,218.01600000000002
25259,35,7.09,1.4180000000000001,150,86,1,150,60.974000000000004,210.974
39219,35,9.08,1.816,150,76,1,150,69.008,219.00799999999998
38859,35,32.46,6.492000000000001,150,40,1,150,129.84000000000003,279.84000000000003
2942,35,27.12,5.424,150,44,1,150,119.328,269.328
12387,35,10.8,2.16,150,70,1,150,75.60000000000001,225.60000000000002
4355,35,19.91,3.982,150,51,1,150,101.54100000000001,251.541
14209,35,15.58,3.116,150,58,1,150,90.364,240.364
32805,35,16.12,3.224,150,57,1,150,91.884,241.88400000000001
16178,35,5.95,1.1900000000000002,150,94,1,150,55.93000000000001,205.93
21849,35,11.72,2.3440000000000003,150,67,1,150,78.52400000000002,228.524
45334,35,6.66,1.332,150,89,1,150,59.274,209.274
1987,35,13.66,2.732,150,62,1,150,84.69200000000001,234.692
2109,34,64.74,12.948,150,28,2,300,181.272,481.272
35358,34,9.05,1.8100000000000003,150,75,1,150,67.87500000000001,217.875
23877,34,7.38,1.476,150,83,1,150,61.254,211.254
30713,34,11.18,2.236,150,68,1,150,76.024,226.024
46555,34,5.84,1.168,150,93,1,150,54.312,204.312
23946,34,13.6,2.72,150,61,1,150,82.96000000000001,232.96
24050,34,8.9,1.7800000000000002,150,76,1,150,67.64000000000001,217.64000000000001
8282,34,0.71,0.142,150,268,1,150,19.028,169.028
18800,34,8.27,1.654,150,79,1,150,65.333,215.333
21364,34,10.34,2.068,150,70,1,150,72.38,222.38
21369,34,14.76,2.952,150,59,1,150,87.084,237.084
2647,34,41.3,8.26,150,35,1,150,144.54999999999998,294.54999999999995
36087,34,25.16,5.032,150,45,1,150,113.22,263.22
8065,34,0.77,0.15400000000000003,150,257,1,150,19.789000000000005,169.78900000000002
45599,34,11.72,2.3440000000000003,150,66,1,150,77.352,227.352
15888,34,4.05,0.81,150,112,1,150,45.36,195.36
1012,34,25.73,5.146000000000001,150,45,1,150,115.78500000000003,265.785
23510,34,7.14,1.428,150,85,1,150,60.69,210.69
2991,34,36.49,7.298000000000001,150,37,1,150,135.013,285.01300000000003
42801,34,11.03,2.206,150,68,1,150,75.004,225.00400000000002
3460,34,41.04,8.208,150,35,1,150,143.64000000000001,293.64
27097,34,51.72,10.344000000000001,150,31,2,300,160.33200000000002,460.332
39550,34,8.6,1.72,150,77,1,150,66.22,216.22
6568,34,3.22,0.6440000000000001,150,126,1,150,40.57200000000001,190.572
19865,34,13.01,2.6020000000000003,150,63,1,150,81.96300000000001,231.96300000000002
40296,34,13.72,2.744,150,61,1,150,83.69200000000001,233.692
25514,34,33.78,6.756,150,39,1,150,131.74200000000002,281.742
19031,34,7.79,1.558,150,81,1,150,63.099000000000004,213.099
24929,34,11.84,2.368,150,66,1,150,78.14399999999999,228.144
24727,34,34.86,6.972,150,38,1,150,132.46800000000002,282.468
41409,34,12.41,2.482,150,64,1,150,79.424,229.424
804,34,11.56,2.3120000000000003,150,66,1,150,76.296,226.296
600,34,5.21,1.042,150,99,1,150,51.579,201.579
3350,34,12.3,2.4600000000000004,150,64,1,150,78.72000000000001,228.72000000000003
27065,33,23.48,4.696000000000001,150,46,1,150,108.00800000000001,258.00800000000004
24301,33,5.47,1.094,150,95,1,150,51.965,201.965
11156,33,6.07,1.2140000000000002,150,90,1,150,54.63000000000001,204.63
2232,33,31.0,6.2,150,40,1,150,124.0,274.0
16684,33,11.03,2.206,150,67,1,150,73.901,223.901
10469,33,10.32,2.064,150,69,1,150,71.208,221.208
32303,33,8.16,1.6320000000000001,150,78,1,150,63.648,213.648
14972,33,21.47,4.294,150,48,1,150,103.05599999999998,253.05599999999998
4029,33,20.43,4.086,150,49,1,150,100.10700000000001,250.10700000000003
22298,33,8.06,1.612,150,78,1,150,62.868,212.868
453,33,21.01,4.202000000000001,150,49,1,150,102.94900000000003,252.949
24817,33,13.1,2.62,150,61,1,150,79.91,229.91
16592,33,11.18,2.236,150,67,1,150,74.906,224.906
2717,33,43.38,8.676,150,34,1,150,147.492,297.49199999999996
2940,33,65.64,13.128,150,27,2,300,177.228,477.228
23858,33,14.48,2.8960000000000004,150,58,1,150,83.98400000000001,233.984
16868,33,11.84,2.368,150,65,1,150,76.96,226.95999999999998
43615,33,11.84,2.368,150,65,1,150,76.96,226.95999999999998
3778,33,34.3,6.859999999999999,150,38,1,150,130.33999999999997,280.34
25708,33,21.85,4.37,150,48,1,150,104.88,254.88
18095,33,10.38,2.076,150,69,1,150,71.622,221.622
3565,33,25.98,5.196000000000001,150,44,1,150,114.31200000000001,264.312
12165,33,15.03,3.0060000000000002,150,57,1,150,85.671,235.671
22326,33,13.42,2.684,150,61,1,150,81.86200000000001,231.86200000000002
18578,33,52.62,10.524000000000001,150,31,2,300,163.122,463.122
39334,33,10.45,2.09,150,69,1,150,72.10499999999999,222.105
3884,33,25.92,5.184000000000001,150,44,1,150,114.04800000000003,264.048
39977,33,6.84,1.368,150,85,1,150,58.14000000000001,208.14000000000001
46485,32,35.94,7.188,150,37,1,150,132.978,282.978
21117,32,5.51,1.102,150,93,1,150,51.243,201.243
25796,32,23.02,4.604,150,46,1,150,105.892,255.892
22508,32,20.68,4.136,150,48,1,150,99.26400000000001,249.264
45331,32,7.28,1.4560000000000002,150,81,1,150,58.96800000000001,208.96800000000002
38355,32,9.86,1.972,150,70,1,150,69.02,219.01999999999998
24546,32,2.66,0.532,150,134,1,150,35.644000000000005,185.644
21323,32,6.16,1.2320000000000002,150,88,1,150,54.20800000000001,204.20800000000003
26248,32,132.44,26.488,150,19,2,300,251.636,551.636
35577,32,6.66,1.332,150,85,1,150,56.61000000000001,206.61
18357,32,6.62,1.324,150,85,1,150,56.27,206.27
2929,32,19.54,3.908,150,50,1,150,97.7,247.7
23827,32,9.93,1.986,150,70,1,150,69.51,219.51
44922,32,22.81,4.562,150,46,1,150,104.926,254.926
21000,32,27.62,5.524000000000001,150,42,1,150,116.00400000000002,266.004
4899,32,14.28,2.856,150,58,1,150,82.824,232.824
16242,32,3.24,0.6480000000000001,150,122,1,150,39.528000000000006,189.52800000000002
21983,32,11.68,2.336,150,64,1,150,74.752,224.752
6477,32,7.8,1.56,150,78,1,150,60.84,210.84
4527,32,26.92,5.384,150,42,1,150,113.06400000000001,263.064
15426,32,6.45,1.29,150,86,1,150,55.47,205.47
834,32,7.68,1.536,150,79,1,150,60.672000000000004,210.672
22353,32,30.51,6.102,150,40,1,150,122.04,272.04
22318,32,27.92,5.5840000000000005,150,41,1,150,114.47200000000001,264.472
1050,32,32.84,6.568000000000001,150,38,1,150,124.79200000000003,274.79200000000003
19977,32,7.58,1.516,150,80,1,150,60.64,210.64
1059,32,3.4,0.68,150,119,1,150,40.46,190.46
4353,32,26.8,5.36,150,42,1,150,112.56,262.56
21410,32,13.1,2.62,150,61,1,150,79.91,229.91
24193,32,14.19,2.838,150,58,1,150,82.302,232.30200000000002
46111,32,6.8,1.36,150,84,1,150,57.120000000000005,207.12
43430,32,6.7,1.34,150,85,1,150,56.95,206.95
40456,32,9.33,1.866,150,72,1,150,67.176,217.176
4978,32,7.24,1.4480000000000002,150,81,1,150,58.644000000000005,208.644
25211,32,8.49,1.6980000000000002,150,75,1,150,63.675000000000004,213.675
22800,32,10.59,2.118,150,67,1,150,70.953,220.953
39842,32,5.99,1.1980000000000002,150,90,1,150,53.91000000000001,203.91000000000003
10267,32,24.65,4.93,150,44,1,150,108.46,258.46
18783,32,5.86,1.1720000000000002,150,91,1,150,53.32600000000001,203.32600000000002
21783,32,8.7,1.74,150,74,1,150,64.38,214.38
1416,32,19.83,3.9659999999999997,150,49,1,150,97.16699999999999,247.16699999999997
41215,32,9.86,1.972,150,70,1,150,69.02,219.01999999999998
23386,32,12.58,2.516,150,62,1,150,77.996,227.99599999999998
16538,32,8.6,1.72,150,75,1,150,64.5,214.5
22568,32,17.0,3.4000000000000004,150,53,1,150,90.10000000000001,240.10000000000002
12224,31,6.57,1.314,150,84,1,150,55.188,205.188
29427,31,45.26,9.052,150,32,1,150,144.832,294.832
21533,31,5.13,1.026,150,95,1,150,48.735,198.735
90011,31,94.76,18.952,150,22,2,300,208.472,508.472
21534,31,6.66,1.332,150,84,1,150,55.944,205.94400000000002
5335,31,22.21,4.442,150,46,1,150,102.166,252.166
1999,31,34.88,6.976000000000001,150,37,1,150,129.056,279.05600000000004
6383,31,3.33,0.666,150,118,1,150,39.294000000000004,189.294
18974,31,32.67,6.534000000000001,150,38,1,150,124.14600000000002,274.146
32827,31,18.79,3.758,150,50,1,150,93.95,243.95
23159,31,17.56,3.512,150,51,1,150,89.556,239.55599999999998
14348,31,7.23,1.4460000000000002,150,80,1,150,57.84,207.84
21427,31,6.8,1.36,150,83,1,150,56.440000000000005,206.44
36766,31,10.95,2.19,150,65,1,150,71.175,221.175
23297,31,14.76,2.952,150,56,1,150,82.656,232.656
19827,31,11.18,2.236,150,64,1,150,71.552,221.55200000000002
20598,31,10.88,2.176,150,65,1,150,70.72,220.72
3416,31,10.78,2.156,150,66,1,150,71.14800000000001,221.14800000000002
36539,31,5.33,1.066,150,93,1,150,49.569,199.56900000000002
