Brand,AnnualDemand,AvgPurchasePrice,HoldingCost,OrderingCost,EOQ,OrdersPerYear,TotalOrderingCost,TotalHoldingCost,TotalInventoryCost
23998,213,6.75,1.35,150,218,1,150,147.15,297.15
12343,213,11.18,2.236,150,169,2,300,188.942,488.942
3079,213,10.21,2.0420000000000003,150,177,2,300,180.717,480.717
8455,213,10.88,2.176,150,171,2,300,186.048,486.048
8780,213,10.13,2.0260000000000002,150,178,2,300,180.31400000000002,480.314
5076,213,28.12,5.6240000000000006,150,107,2,300,300.884,600.884
36558,213,6.66,1.332,150,219,1,150,145.854,295.85400000000004
34504,213,9.45,1.89,150,184,2,300,173.88,473.88
28214,212,8.1,1.62,150,198,2,300,160.38000000000002,460.38
11414,212,3.26,0.652,150,312,1,150,101.712,251.712
19870,212,5.89,1.178,150,232,1,150,136.648,286.648
21033,212,26.89,5.378,150,109,2,300,293.101,593.101
10264,212,19.6,3.9200000000000004,150,127,2,300,248.92000000000002,548.9200000000001
25691,212,7.33,1.4660000000000002,150,208,2,300,152.46400000000003,452.46400000000006
3495,212,23.52,4.704,150,116,2,300,272.832,572.832
42642,211,8.21,1.6420000000000003,150,196,2,300,160.91600000000003,460.91600000000005
30656,211,11.64,2.3280000000000003,150,165,2,300,192.06000000000003,492.06000000000006
5155,211,5.79,1.1580000000000001,150,234,1,150,135.48600000000002,285.486
37735,211,7.58,1.516,150,204,2,300,154.632,454.632
12078,211,7.48,1.4960000000000002,150,206,2,300,154.08800000000002,454.088
38483,211,7.23,1.4460000000000002,150,209,2,300,151.10700000000003,451.107
2035,211,14.28,2.856,150,149,2,300,212.772,512.7719999999999
1271,211,37.59,7.518000000000001,150,92,3,450,345.82800000000003,795.828
2628,211,23.43,4.686,150,116,2,300,271.788,571.788
3183,211,13.7,2.74,150,152,2,300,208.24,508.24
15743,211,10.38,2.076,150,175,2,300,181.65,481.65
2226,210,27.6,5.5200000000000005,150,107,2,300,295.32000000000005,595.32
23479,210,6.2,1.2400000000000002,150,225,1,150,139.50000000000003,289.5
8077,210,6.84,1.368,150,215,1,150,147.06,297.06
11698,210,7.84,1.568,150,200,2,300,156.8,456.8
5458,210,12.79,2.558,150,157,2,300,200.803,500.803
5525,210,18.24,3.6479999999999997,150,131,2,300,238.944,538.944
8550,210,9.39,1.8780000000000001,150,183,2,300,171.83700000000002,471.837
15265,210,4.76,0.952,150,257,1,150,122.332,272.332
4280,210,18.74,3.7479999999999998,150,130,2,300,243.61999999999998,543.62
45770,209,9.45,1.89,150,182,2,300,171.98999999999998,471.99
33731,209,7.48,1.4960000000000002,150,205,2,300,153.34000000000003,453.34000000000003
6755,209,10.34,2.068,150,174,2,300,179.916,479.916
23129,209,12.24,2.4480000000000004,150,160,2,300,195.84000000000003,495.84000000000003
33055,209,6.16,1.2320000000000002,150,226,1,150,139.21600000000004,289.216
33214,209,5.82,1.1640000000000001,150,232,1,150,135.02400000000003,285.024
23870,208,6.16,1.2320000000000002,150,225,1,150,138.60000000000002,288.6
19224,208,12.74,2.548,150,156,2,300,198.744,498.744
13991,208,6.57,1.314,150,218,1,150,143.226,293.226
33579,208,10.52,2.104,150,172,2,300,180.94400000000002,480.944
33210,208,5.74,1.1480000000000001,150,233,1,150,133.74200000000002,283.742
7413,207,5.19,1.038,150,245,1,150,127.155,277.155
2258,207,9.77,1.954,150,178,2,300,173.906,473.906
11354,207,6.57,1.314,150,217,1,150,142.56900000000002,292.569
6360,207,9.26,1.852,150,183,2,300,169.458,469.45799999999997
1875,206,20.71,4.142,150,122,2,300,252.66200000000003,552.662
11067,206,8.24,1.6480000000000001,150,194,2,300,159.85600000000002,459.856
4200,206,7.68,1.536,150,201,2,300,154.368,454.368
28580,206,14.83,2.966,150,144,2,300,213.55200000000002,513.552
33982,206,10.8,2.16,150,169,2,300,182.52,482.52
3940,206,6.15,1.2300000000000002,150,224,1,150,137.76000000000002,287.76
4480,205,9.92,1.984,150,176,2,300,174.59199999999998,474.592
32138,205,9.2,1.8399999999999999,150,183,2,300,168.35999999999999,468.36
17162,205,6.12,1.2240000000000002,150,224,1,150,137.08800000000002,287.088
5334,205,17.82,3.564,150,131,2,300,233.442,533.442
16151,205,7.38,1.476,150,204,2,300,150.552,450.552
2879,204,22.21,4.442,150,117,2,300,259.857,559.857
31458,204,5.4,1.08,150,238,1,150,128.52,278.52
6105,204,14.84,2.968,150,144,2,300,213.696,513.696
12473,204,7.99,1.598,150,196,2,300,156.604,456.60400000000004
1464,203,19.22,3.844,150,126,2,300,242.172,542.172
6224,203,12.22,2.4440000000000004,150,158,2,300,193.07600000000002,493.076
15009,203,12.58,2.516,150,156,2,300,196.248,496.248
3921,203,17.9,3.58,150,130,2,300,232.70000000000002,532.7
18801,203,7.14,1.428,150,207,1,150,147.798,297.798
22192,203,7.23,1.4460000000000002,150,205,1,150,148.21500000000003,298.21500000000003
658,202,2.2,0.44000000000000006,150,371,1,150,81.62,231.62
6362,202,5.29,1.058,150,239,1,150,126.43100000000001,276.43100000000004
3314,202,19.28,3.8560000000000003,150,125,2,300,241.00000000000003,541.0
361,202,14.28,2.856,150,146,2,300,208.488,508.488
8907,201,4.63,0.926,150,255,1,150,118.06500000000001,268.065
14663,201,8.78,1.756,150,185,2,300,162.43,462.43
22275,201,14.93,2.986,150,142,2,300,212.00600000000003,512.0060000000001
2958,201,40.73,8.145999999999999,150,86,3,450,350.27799999999996,800.278
5230,201,9.92,1.984,150,174,2,300,172.608,472.608
4075,201,15.87,3.174,150,138,2,300,219.006,519.006
4390,200,33.33,6.666,150,95,3,450,316.635,766.635
6322,200,8.16,1.6320000000000001,150,192,2,300,156.67200000000003,456.672
485,200,10.39,2.0780000000000003,150,170,2,300,176.63000000000002,476.63
26779,200,6.8,1.36,150,210,1,150,142.8,292.8
21145,200,7.79,1.558,150,196,2,300,152.684,452.68399999999997
8280,200,8.9,1.7800000000000002,150,184,2,300,163.76000000000002,463.76
2957,200,25.89,5.178000000000001,150,108,2,300,279.612,579.6120000000001
15266,200,4.54,0.908,150,257,1,150,116.678,266.678
18142,200,40.4,8.08,150,86,3,450,347.44,797.44
1845,200,11.27,2.254,150,163,2,300,183.701,483.701
1715,200,13.76,2.7520000000000002,150,148,2,300,203.64800000000002,503.648
46600,199,7.58,1.516,150,198,2,300,150.084,450.084
23212,199,7.99,1.598,150,193,2,300,154.20700000000002,454.207
31233,199,7.43,1.486,150,200,1,150,148.6,298.6
34393,199,8.05,1.6100000000000003,150,193,2,300,155.36500000000004,455.365
7485,199,2.85,0.5700000000000001,150,324,1,150,92.34,242.34
5760,199,1.51,0.30200000000000005,150,445,1,150,67.19500000000001,217.195
23356,198,14.47,2.894,150,143,2,300,206.92100000000002,506.92100000000005
10680,198,7.18,1.436,150,203,1,150,145.754,295.754
25197,198,99.33,19.866,150,55,4,600,546.3149999999999,1146.315
23173,197,9.45,1.89,150,177,2,300,167.265,467.265
24286,197,14.83,2.966,150,141,2,300,209.103,509.103
20992,197,6.7,1.34,150,210,1,150,140.70000000000002,290.70000000000005
12494,197,2.68,0.536,150,332,1,150,88.976,238.976
12589,197,3.09,0.618,150,309,1,150,95.481,245.481
18812,196,8.5,1.7000000000000002,150,186,2,300,158.10000000000002,458.1
16948,196,3.89,0.778,150,275,1,150,106.97500000000001,256.975
18742,196,11.25,2.25,150,162,2,300,182.25,482.25
13940,196,10.45,2.09,150,168,2,300,175.56,475.56
46498,195,6.75,1.35,150,208,1,150,140.4,290.4
29649,195,10.13,2.0260000000000002,150,170,2,300,172.21,472.21000000000004
6980,195,13.96,2.7920000000000003,150,145,2,300,202.42000000000002,502.42
3800,195,42.85,8.57,150,83,3,450,355.65500000000003,805.655
10254,195,3.37,0.674,150,295,1,150,99.415,249.41500000000002
4764,195,14.81,2.962,150,141,2,300,208.82100000000003,508.821
15889,195,5.95,1.1900000000000002,150,222,1,150,132.09000000000003,282.09000000000003
5220,195,5.79,1.1580000000000001,150,225,1,150,130.275,280.275
33148,195,4.54,0.908,150,254,1,150,115.316,265.31600000000003
13662,195,9.43,1.8860000000000001,150,176,2,300,165.96800000000002,465.968
5124,195,51.53,10.306000000000001,150,75,3,450,386.475,836.475
21510,195,7.48,1.4960000000000002,150,198,1,150,148.104,298.10400000000004
23692,195,12.66,2.532,150,152,2,300,192.43200000000002,492.432
21055,195,24.02,4.804,150,110,2,300,264.22,564.22
19041,195,6.62,1.324,150,210,1,150,139.02,289.02
1094,194,29.92,5.984000000000001,150,99,2,300,296.208,596.2080000000001
44182,194,10.73,2.1460000000000004,150,165,2,300,177.04500000000002,477.045
4290,194,7.87,1.574,150,192,2,300,151.104,451.10400000000004
10603,194,7.58,1.516,150,196,1,150,148.568,298.568
2859,194,12.94,2.588,150,150,2,300,194.1,494.1
35668,193,7.33,1.4660000000000002,150,199,1,150,145.86700000000002,295.867
27460,193,6.53,1.306,150,211,1,150,137.78300000000002,287.783
2017,193,44.77,8.954,150,80,3,450,358.16,808.1600000000001
4989,193,16.66,3.3320000000000003,150,132,2,300,219.912,519.912
5773,193,15.26,3.052,150,138,2,300,210.588,510.58799999999997
2448,192,11.42,2.2840000000000003,150,159,2,300,181.57800000000003,481.57800000000003
2689,192,14.72,2.9440000000000004,150,140,2,300,206.08000000000004,506.08000000000004
6460,192,4.76,0.952,150,246,1,150,117.09599999999999,267.096
435,192,12.79,2.558,150,150,2,300,191.85,491.85
35800,192,7.99,1.598,150,190,2,300,151.81,451.81
42399,191,6.57,1.314,150,209,1,150,137.31300000000002,287.313
40175,191,8.21,1.6420000000000003,150,187,2,300,153.52700000000004,453.52700000000004
8622,190,87.09,17.418000000000003,150,57,4,600,496.41300000000007,1096.413
2496,190,36.22,7.244,150,89,3,450,322.358,772.358
19120,190,8.55,1.7100000000000002,150,183,2,300,156.465,456.46500000000003
36344,190,8.72,1.7440000000000002,150,181,2,300,157.83200000000002,457.832
9388,190,17.14,3.4280000000000004,150,129,2,300,221.10600000000002,521.106
44266,189,5.84,1.168,150,220,1,150,128.48,278.48
36262,189,11.18,2.236,150,159,2,300,177.76200000000003,477.76200000000006
3672,189,8.26,1.6520000000000001,150,185,2,300,152.81,452.81
23973,189,10.38,2.076,150,165,2,300,171.27,471.27
6734,189,6.49,1.298,150,209,1,150,135.641,285.64099999999996
15321,188,5.99,1.1980000000000002,150,217,1,150,129.98300000000003,279.98300000000006
2008,188,16.66,3.3320000000000003,150,130,2,300,216.58,516.58
23764,188,4.69,0.9380000000000002,150,245,1,150,114.90500000000002,264.90500000000003
5075,188,15.03,3.0060000000000002,150,137,2,300,205.911,505.911
29077,188,9.65,1.9300000000000002,150,171,2,300,165.01500000000001,465.015
38644,188,6.75,1.35,150,204,1,150,137.70000000000002,287.70000000000005
43820,188,5.88,1.176,150,219,1,150,128.772,278.772
18551,188,10.2,2.04,150,166,2,300,169.32,469.32
5259,188,13.38,2.676,150,145,2,300,194.01000000000002,494.01
829,187,10.71,2.1420000000000003,150,162,2,300,173.50200000000004,473.50200000000007
8057,187,18.37,3.6740000000000004,150,124,2,300,227.788,527.788
2607,187,17.18,3.436,150,128,2,300,219.904,519.904
13694,187,10.8,2.16,150,161,2,300,173.88000000000002,473.88
11821,187,10.66,2.132,150,162,2,300,172.692,472.692
21690,187,5.55,1.11,150,225,1,150,124.87500000000001,274.875
36284,187,7.89,1.578,150,189,1,150,149.121,299.121
13614,187,11.68,2.336,150,155,2,300,181.04,481.03999999999996
18835,187,8.16,1.6320000000000001,150,185,2,300,150.96,450.96000000000004
19169,186,5.4,1.08,150,227,1,150,122.58000000000001,272.58000000000004
27368,186,14.38,2.8760000000000003,150,139,2,300,199.88200000000003,499.88200000000006
1393,186,3.14,0.6280000000000001,150,298,1,150,93.57200000000002,243.572
5977,186,16.42,3.2840000000000007,150,130,2,300,213.46000000000004,513.46
3959,186,18.24,3.6479999999999997,150,124,2,300,226.176,526.1759999999999
15620,186,6.7,1.34,150,204,1,150,136.68,286.68
11499,185,18.24,3.6479999999999997,150,123,2,300,224.35199999999998,524.352
21864,185,15.23,3.0460000000000003,150,135,2,300,205.60500000000002,505.605
19223,185,9.2,1.8399999999999999,150,174,2,300,160.07999999999998,460.08
13341,185,13.24,2.648,150,145,2,300,191.98000000000002,491.98
22047,184,6.49,1.298,150,206,1,150,133.69400000000002,283.694
19122,184,7.3,1.46,150,194,1,150,141.62,291.62
5759,184,9.44,1.888,150,171,2,300,161.42399999999998,461.424
24772,184,8.78,1.756,150,177,2,300,155.406,455.406
13445,184,7.23,1.4460000000000002,150,195,1,150,140.985,290.985
35049,184,8.66,1.7320000000000002,150,179,2,300,155.014,455.014
45457,184,5.19,1.038,150,231,1,150,119.88900000000001,269.889
3658,184,41.9,8.38,150,81,3,450,339.39000000000004,789.3900000000001
38950,184,6.8,1.36,150,201,1,150,136.68,286.68
2580,183,29.36,5.872,150,97,2,300,284.792,584.7919999999999
18875,183,5.15,1.03,150,231,1,150,118.965,268.96500000000003
15168,183,9.73,1.9460000000000002,150,168,2,300,163.46400000000003,463.46400000000006
13461,183,5.88,1.176,150,216,1,150,127.008,277.008
22515,183,8.78,1.756,150,177,2,300,155.406,455.406
13278,183,19.86,3.972,150,118,2,300,234.34799999999998,534.348
29619,183,9.52,1.904,150,170,2,300,161.84,461.84000000000003
32203,182,8.38,1.6760000000000002,150,180,2,300,150.84,450.84000000000003
1273,182,23.19,4.638000000000001,150,109,2,300,252.77100000000004,552.7710000000001
978,182,5.3,1.06,150,227,1,150,120.31,270.31
8252,182,16.01,3.2020000000000004,150,131,2,300,209.73100000000002,509.731
39598,182,4.76,0.952,150,239,1,150,113.764,263.764
8637,182,13.48,2.696,150,142,2,300,191.41600000000003,491.41600000000005
32090,182,11.68,2.336,150,153,2,300,178.70399999999998,478.70399999999995
8154,181,16.05,3.2100000000000004,150,130,2,300,208.65000000000003,508.65000000000003
23270,181,6.7,1.34,150,201,1,150,134.67000000000002,284.67
36199,181,8.05,1.6100000000000003,150,184,1,150,148.12000000000003,298.12
3235,181,12.4,2.4800000000000004,150,148,2,300,183.52000000000004,483.52000000000004
45276,181,4.56,0.9119999999999999,150,244,1,150,111.264,261.264
4664,180,27.77,5.554,150,99,2,300,274.923,574.923
21201,180,11.4,2.2800000000000002,150,154,2,300,175.56000000000003,475.56000000000006
775,180,4.56,0.9119999999999999,150,243,1,150,110.80799999999999,260.808
5246,180,9.77,1.954,150,166,2,300,162.182,462.182
8630,180,5.47,1.094,150,222,1,150,121.43400000000001,271.434
8191,180,14.45,2.89,150,137,2,300,197.965,497.96500000000003
23388,180,6.84,1.368,150,199,1,150,136.116,286.116
6150,180,13.56,2.712,150,141,2,300,191.19600000000003,491.196
15980,180,8.72,1.7440000000000002,150,176,2,300,153.472,453.472
3755,179,12.02,2.404,150,149,2,300,179.09799999999998,479.09799999999996
32084,179,18.91,3.782,150,119,2,300,225.029,525.029
32107,179,8.27,1.654,150,180,1,150,148.85999999999999,298.86
27330,179,7.89,1.578,150,184,1,150,145.17600000000002,295.17600000000004
3321,179,6.93,1.3860000000000001,150,197,1,150,136.52100000000002,286.521
23235,179,7.18,1.436,150,193,1,150,138.57399999999998,288.57399999999996
5776,179,16.29,3.258,150,128,2,300,208.512,508.512
3237,178,18.17,3.6340000000000003,150,121,2,300,219.85700000000003,519.857
3793,178,11.8,2.3600000000000003,150,150,2,300,177.00000000000003,477.0
2795,178,18.74,3.7479999999999998,150,119,2,300,223.006,523.006
15503,178,8.6,1.72,150,176,2,300,151.35999999999999,451.36
18787,178,6.89,1.3780000000000001,150,197,1,150,135.733,285.733
18369,178,5.36,1.072,150,223,1,150,119.528,269.528
15156,178,8.84,1.768,150,174,2,300,153.816,453.81600000000003
13492,178,5.84,1.168,150,214,1,150,124.976,274.976
2435,177,29.76,5.952000000000001,150,94,2,300,279.744,579.744
27429,177,12.9,2.58,150,143,2,300,184.47,484.47
9118,177,10.35,2.07,150,160,2,300,165.6,465.6
6267,176,12.3,2.4600000000000004,150,147,2,300,180.81000000000003,480.81000000000006
8579,176,6.01,1.202,150,210,1,150,126.21,276.21
40786,176,9.8,1.9600000000000002,150,164,2,300,160.72000000000003,460.72
8655,176,12.3,2.4600000000000004,150,147,2,300,180.81000000000003,480.81000000000006
5662,176,7.19,1.4380000000000002,150,192,1,150,138.048,288.048
22441,175,10.06,2.012,150,162,2,300,162.972,462.972
1895,175,5.07,1.014,150,228,1,150,115.596,265.596
8298,175,7.8,1.56,150,183,1,150,142.74,292.74
41827,175,8.16,1.6320000000000001,150,179,1,150,146.06400000000002,296.064
3062,174,15.62,3.124,150,129,2,300,201.49800000000002,501.49800000000005
46297,174,7.74,1.548,150,184,1,150,142.416,292.416
8482,174,14.28,2.856,150,135,2,300,192.78,492.78
11367,174,6.07,1.2140000000000002,150,207,1,150,125.64900000000002,275.649
1136,174,3.87,0.774,150,260,1,150,100.62,250.62
19962,174,9.86,1.972,150,163,2,300,160.718,460.71799999999996
36648,174,39.18,7.836,150,82,3,450,321.276,771.2760000000001
40801,174,7.33,1.4660000000000002,150,189,1,150,138.537,288.53700000000003
12155,174,6.7,1.34,150,197,1,150,131.99,281.99
22569,174,11.72,2.3440000000000003,150,149,2,300,174.62800000000001,474.62800000000004
29118,174,6.8,1.36,150,196,1,150,133.28,283.28
5875,174,12.22,2.4440000000000004,150,146,2,300,178.41200000000003,478.41200000000003
21795,174,3.24,0.6480000000000001,150,284,1,150,92.01600000000002,242.01600000000002
16878,173,5.22,1.044,150,223,1,150,116.406,266.406
35606,173,6.07,1.2140000000000002,150,207,1,150,125.64900000000002,275.649
4299,173,9.77,1.954,150,163,2,300,159.251,459.251
5168,173,13.66,2.732,150,138,2,300,188.508,488.50800000000004
4817,173,7.8,1.56,150,182,1,150,141.96,291.96000000000004
10372,172,5.33,1.066,150,220,1,150,117.26,267.26
7986,172,22.38,4.476,150,107,2,300,239.466,539.466
37657,172,12.16,2.4320000000000004,150,146,2,300,177.53600000000003,477.53600000000006
46763,172,8.05,1.6100000000000003,150,179,1,150,144.09500000000003,294.095
5015,172,5.88,1.176,150,209,1,150,122.892,272.892
34947,172,6.28,1.2560000000000002,150,203,1,150,127.48400000000002,277.48400000000004
19126,172,8.44,1.688,150,175,1,150,147.7,297.7
8072,171,24.99,4.998,150,101,2,300,252.399,552.399
35088,171,5.8,1.16,150,210,1,150,121.8,271.8
14386,171,5.99,1.1980000000000002,150,207,1,150,123.99300000000002,273.99300000000005
23258,171,19.35,3.8700000000000006,150,115,2,300,222.52500000000003,522.5250000000001
25163,171,3.24,0.6480000000000001,150,281,1,150,91.04400000000003,241.04400000000004
24098,171,4.66,0.932,150,235,1,150,109.51,259.51
2125,171,36.76,7.352,150,84,3,450,308.784,758.784
10242,170,15.17,3.0340000000000003,150,130,2,300,197.21,497.21000000000004
13854,170,10.34,2.068,150,157,2,300,162.338,462.33799999999997
2153,170,6.61,1.322,150,196,1,150,129.556,279.55600000000004
38771,170,11.4,2.2800000000000002,150,150,2,300,171.00000000000003,471.0
21752,170,7.58,1.516,150,183,1,150,138.714,288.714
28239,170,8.55,1.7100000000000002,150,173,1,150,147.91500000000002,297.915
2678,170,31.99,6.398,150,89,2,300,284.711,584.711
6361,170,5.4,1.08,150,217,1,150,117.18,267.18
46628,170,9.65,1.9300000000000002,150,163,2,300,157.29500000000002,457.295
8246,170,6.12,1.2240000000000002,150,204,1,150,124.84800000000001,274.848
5107,170,10.14,2.028,150,159,2,300,161.226,461.226
26250,169,13.63,2.7260000000000004,150,136,2,300,185.36800000000002,485.36800000000005
21319,169,8.55,1.7100000000000002,150,172,1,150,147.06,297.06
15392,169,4.96,0.992,150,226,1,150,112.096,262.096
13931,169,9.33,1.866,150,165,2,300,153.94500000000002,453.94500000000005
13637,169,8.16,1.6320000000000001,150,176,1,150,143.616,293.616
2648,168,12.21,2.442,150,144,2,300,175.824,475.824
5130,168,13.17,2.6340000000000003,150,138,2,300,181.74600000000004,481.74600000000004
45885,168,12.98,2.596,150,139,2,300,180.422,480.422
43801,168,5.84,1.168,150,208,1,150,121.472,271.472
19556,168,9.39,1.8780000000000001,150,164,2,300,153.996,453.996
6236,168,6.49,1.298,150,197,1,150,127.85300000000001,277.853
1039,168,10.31,2.0620000000000003,150,156,2,300,160.836,460.836
14625,168,6.62,1.324,150,195,1,150,129.09,279.09000000000003
8617,168,7.19,1.4380000000000002,150,187,1,150,134.453,284.453
33988,167,6.49,1.298,150,196,1,150,127.20400000000001,277.204
46062,167,7.09,1.4180000000000001,150,188,1,150,133.292,283.29200000000003
5822,167,6.24,1.2480000000000002,150,200,1,150,124.80000000000003,274.8
6530,167,5.33,1.066,150,217,1,150,115.661,265.661
5268,167,6.56,1.312,150,195,1,150,127.92,277.92
7266,167,9.14,1.8280000000000003,150,166,2,300,151.72400000000002,451.72400000000005
29942,166,8.49,1.6980000000000002,150,171,1,150,145.179,295.179
18562,166,7.99,1.598,150,177,1,150,141.423,291.423
26390,166,5.4,1.08,150,215,1,150,116.10000000000001,266.1
4767,166,19.28,3.8560000000000003,150,114,2,300,219.79200000000003,519.792
6314,166,7.74,1.548,150,179,1,150,138.546,288.546
20475,166,6.75,1.35,150,192,1,150,129.60000000000002,279.6
44708,166,7.53,1.5060000000000002,150,182,1,150,137.04600000000002,287.04600000000005
32137,166,9.39,1.8780000000000001,150,163,2,300,153.05700000000002,453.057
28887,166,8.38,1.6760000000000002,150,172,1,150,144.13600000000002,294.136
3189,165,10.15,2.0300000000000002,150,156,2,300,158.34000000000003,458.34000000000003
4351,165,15.5,3.1,150,126,2,300,195.3,495.3
43225,165,18.29,3.658,150,116,2,300,212.164,512.164
45294,165,7.53,1.5060000000000002,150,181,1,150,136.293,286.293
5223,165,6.15,1.2300000000000002,150,201,1,150,123.61500000000002,273.615
2826,165,29.59,5.918,150,91,2,300,269.269,569.269
463,165,24.63,4.926,150,100,2,300,246.3,546.3
18423,165,9.93,1.986,150,158,2,300,156.894,456.894
15401,164,5.84,1.168,150,205,1,150,119.72,269.72
3390,164,22.55,4.510000000000001,150,104,2,300,234.52000000000004,534.52
8273,164,17.05,3.41,150,120,2,300,204.60000000000002,504.6
17296,164,7.14,1.428,150,186,1,150,132.804,282.804
601,164,5.38,1.076,150,214,1,150,115.132,265.132
18758,164,6.62,1.324,150,193,1,150,127.766,277.766
11456,164,22.72,4.544,150,104,2,300,236.28799999999998,536.288
2686,164,26.8,5.36,150,96,2,300,257.28000000000003,557.28
2780,164,28.46,5.692,150,93,2,300,264.678,564.678
8464,164,10.66,2.132,150,152,2,300,162.032,462.03200000000004
4263,163,13.27,2.654,150,136,2,300,180.47199999999998,480.472
6375,163,3.76,0.752,150,255,1,150,95.88,245.88
5740,163,14.05,2.8100000000000005,150,132,2,300,185.46000000000004,485.46000000000004
16647,163,8.49,1.6980000000000002,150,170,1,150,144.33,294.33000000000004
892,163,24.99,4.998,150,99,2,300,247.401,547.4010000000001
870,163,17.64,3.5280000000000005,150,118,2,300,208.15200000000002,508.15200000000004
62,162,28.67,5.734000000000001,150,92,2,300,263.76400000000007,563.7640000000001
3598,162,10.21,2.0420000000000003,150,154,2,300,157.234,457.23400000000004
22362,162,6.45,1.29,150,194,1,150,125.13000000000001,275.13
22361,162,3.24,0.6480000000000001,150,274,1,150,88.77600000000002,238.776
17612,162,6.75,1.35,150,190,1,150,128.25,278.25
6659,162,5.95,1.1900000000000002,150,202,1,150,120.19000000000001,270.19
16129,162,25.33,5.066,150,98,2,300,248.23399999999998,548.2339999999999
3174,162,21.73,4.346,150,106,2,300,230.338,530.338
513,162,23.01,4.602,150,103,2,300,237.00300000000001,537.003
21685,162,9.39,1.8780000000000001,150,161,2,300,151.179,451.179
34430,162,15.06,3.0120000000000005,150,127,2,300,191.26200000000003,491.26200000000006
19458,162,5.33,1.066,150,214,1,150,114.06200000000001,264.062
6214,162,9.08,1.816,150,164,1,150,148.912,298.91200000000003
5147,162,9.44,1.888,150,160,2,300,151.04,451.03999999999996
23403,161,6.16,1.2320000000000002,150,198,1,150,121.96800000000002,271.968
23393,161,11.68,2.336,150,144,2,300,168.19199999999998,468.192
12685,161,8.38,1.6760000000000002,150,170,1,150,142.46,292.46000000000004
40055,161,10.52,2.104,150,152,2,300,159.904,459.904
13958,161,7.18,1.436,150,183,1,150,131.394,281.394
3363,161,9.69,1.938,150,158,2,300,153.102,453.102
3794,161,27.77,5.554,150,93,2,300,258.261,558.261
45266,161,6.53,1.306,150,192,1,150,125.376,275.376
6529,160,23.17,4.634,150,102,2,300,236.334,536.3340000000001
5655,160,8.79,1.758,150,165,1,150,145.035,295.03499999999997
8749,160,9.8,1.9600000000000002,150,156,2,300,152.88000000000002,452.88
5318,160,18.65,3.73,150,113,2,300,210.745,510.745
33039,160,10.32,2.064,150,152,2,300,156.864,456.86400000000003
23866,160,8.16,1.6320000000000001,150,171,1,150,139.536,289.536
28156,159,8.9,1.7800000000000002,150,164,1,150,145.96,295.96000000000004
25995,159,6.57,1.314,150,191,1,150,125.48700000000001,275.487
6126,159,18.11,3.622,150,115,2,300,208.265,508.265
18381,159,8.44,1.688,150,168,1,150,141.792,291.79200000000003
6193,159,13.23,2.6460000000000004,150,134,2,300,177.282,477.28200000000004
45063,159,4.79,0.9580000000000001,150,223,1,150,106.81700000000001,256.817
28238,158,5.95,1.1900000000000002,150,200,1,150,119.00000000000001,269.0
6782,158,9.65,1.9300000000000002,150,157,2,300,151.50500000000002,451.505
20729,158,5.99,1.1980000000000002,150,199,1,150,119.20100000000002,269.201
19283,158,6.89,1.3780000000000001,150,185,1,150,127.465,277.46500000000003
39971,158,25.33,5.066,150,97,2,300,245.701,545.701
16469,158,4.79,0.9580000000000001,150,222,1,150,106.33800000000001,256.338
450,158,19.52,3.904,150,110,2,300,214.72,514.72
15399,158,7.28,1.4560000000000002,150,180,1,150,131.04000000000002,281.04
17100,158,5.19,1.038,150,214,1,150,111.066,261.06600000000003
896,158,18.6,3.7200000000000006,150,113,2,300,210.18000000000004,510.18000000000006
15549,157,27.58,5.516,150,92,2,300,253.736,553.736
25689,157,6.03,1.2060000000000002,150,198,1,150,119.39400000000002,269.394
15291,157,3.35,0.67,150,265,1,150,88.775,238.775
31466,157,15.06,3.0120000000000005,150,125,2,300,188.25000000000003,488.25
2967,157,40.73,8.145999999999999,150,76,3,450,309.54799999999994,759.548
23360,157,6.16,1.2320000000000002,150,196,1,150,120.73600000000002,270.736
44081,157,10.96,2.192,150,147,2,300,161.11200000000002,461.112
23075,157,11.72,2.3440000000000003,150,142,2,300,166.42400000000004,466.42400000000004
7358,157,14.17,2.834,150,129,2,300,182.793,482.793
37435,157,20.91,4.182,150,106,2,300,221.64600000000002,521.646
15047,157,8.24,1.6480000000000001,150,169,1,150,139.256,289.256
45600,156,7.33,1.4660000000000002,150,179,1,150,131.20700000000002,281.207
13663,156,11.38,2.2760000000000002,150,143,2,300,162.734,462.73400000000004
39357,156,11.33,2.266,150,144,2,300,163.152,463.152
19381,156,6.57,1.314,150,189,1,150,124.173,274.173
43922,156,5.99,1.1980000000000002,150,198,1,150,118.60200000000002,268.60200000000003
18593,155,6.53,1.306,150,189,1,150,123.417,273.41700000000003
6648,155,5.15,1.03,150,212,1,150,109.18,259.18
7265,155,10.45,2.09,150,149,2,300,155.70499999999998,455.705
376,155,18.97,3.794,150,111,2,300,210.567,510.567
5667,155,7.4,1.4800000000000002,150,177,1,150,130.98000000000002,280.98
5192,155,13.56,2.712,150,131,2,300,177.63600000000002,477.636
46568,154,6.03,1.2060000000000002,150,196,1,150,118.18800000000002,268.188
12773,154,9.99,1.9980000000000002,150,152,2,300,151.848,451.848
31202,154,6.07,1.2140000000000002,150,195,1,150,118.36500000000002,268.365
2115,154,4.88,0.976,150,218,1,150,106.384,256.384
