Brand,EndingStock,AvgPrice,InventoryValue,TotalSold,StockToSales,MovementClass
6660,617,14.99,9248.83,611.0,1.0098199672667758,Normal
6670,994,10.99,10924.06,291.0,3.415807560137457,Slow Moving
6681,628,23.99,15065.72,269.0,2.3345724907063197,Slow Moving
6682,5807,8.99,52204.93,4431.0,1.310539381629429,Normal
6686,13,4.99,64.87,0.0,inf,Dead Stock
6687,1075,12.99,13964.25,106.0,10.141509433962264,Slow Moving
6688,4156,9.99,41518.44,1189.0,3.4953742640874683,Slow Moving
6692,2704,12.99,35124.96,1763.0,1.533749290981282,Normal
6694,986,7.99,7878.14,511.0,1.9295499021526419,Normal
6698,102,43.99,4486.9800000000005,28.0,3.642857142857143,Slow Moving
6717,130,15.49,2013.7,0.0,inf,Dead Stock
6721,499,16.99,8478.009999999998,135.0,3.696296296296296,Slow Moving
6724,456,7.99,3643.44,91.0,5.010989010989011,Slow Moving
6725,963,12.99,12509.37,1623.0,0.5933456561922366,Normal
6727,1863,17.99,33515.369999999995,346.0,5.384393063583815,Slow Moving
6734,450,9.99,4495.5,189.0,2.380952380952381,Slow Moving
6735,664,9.989999999999998,6633.359999999999,370.0,1.7945945945945947,Normal
6738,0,0.99,0.0,0.0,inf,Dead Stock
6742,1991,16.99,33827.09,214.0,9.30373831775701,Slow Moving
6743,215,10.99,2362.85,21.0,10.238095238095237,Slow Moving
6748,657,5.99,3935.4300000000003,459.0,1.4313725490196079,Normal
6754,44,7.989999999999999,351.55999999999995,36.0,1.2222222222222223,Normal
6755,283,14.99,4242.17,209.0,1.354066985645933,Normal
6762,29,7.989999999999999,231.70999999999998,54.0,0.5370370370370371,Normal
6764,24,17.99,431.76,28.0,0.8571428571428571,Normal
6768,16,5.989999999999999,95.83999999999999,61.0,0.26229508196721313,Fast Moving
6774,51,24.99,1274.49,3.0,17.0,Slow Moving
6782,250,14.99,3747.5,158.0,1.5822784810126582,Normal
6783,299,12.99,3884.01,68.0,4.397058823529412,Slow Moving
6784,25,10.99,274.75,2.0,12.5,Slow Moving
6798,16,7.99,127.84,6.0,2.6666666666666665,Slow Moving
6814,377,15.99,6028.2300000000005,0.0,inf,Dead Stock
6824,4123,14.99,61803.770000000004,628.0,6.5652866242038215,Slow Moving
6828,854,9.99,8531.460000000001,559.0,1.5277280858676208,Normal
6829,7,8.99,62.93,0.0,inf,Dead Stock
6842,14,14.99,209.86,0.0,inf,Dead Stock
6846,364,14.99,5456.36,0.0,inf,Dead Stock
6854,564,14.99,8454.36,638.0,0.8840125391849529,Normal
6855,666,19.99,13313.339999999998,767.0,0.8683181225554107,Normal
6857,2619,9.99,26163.81,2570.0,1.0190661478599221,Normal
6859,2285,10.99,25112.15,531.0,4.303201506591337,Slow Moving
6861,1016,5.99,6085.84,812.0,1.251231527093596,Normal
6862,52,27.99,1455.48,21.0,2.4761904761904763,Slow Moving
6864,1191,9.99,11898.09,646.0,1.8436532507739938,Normal
6867,2070,17.99,37239.299999999996,722.0,2.8670360110803323,Slow Moving
6869,1725,10.99,18957.75,1407.0,1.2260127931769722,Normal
6872,0,11.99,0.0,2.0,0.0,Fast Moving
6873,885,14.99,13266.15,572.0,1.5472027972027973,Normal
6876,1446,5.99,8661.54,1514.0,0.9550858652575958,Normal
6877,66,18.99,1253.34,9.0,7.333333333333333,Slow Moving
6879,4166,0.9899999999999999,4124.339999999999,1972.0,2.112576064908722,Slow Moving
6881,15,9.99,149.85,77.0,0.19480519480519481,Fast Moving
6891,39,4.99,194.61,36.0,1.0833333333333333,Normal
6892,31,4.99,154.69,38.0,0.8157894736842105,Normal
6896,1159,17.99,20850.41,274.0,4.2299270072992705,Slow Moving
6904,530,74.99,39744.7,0.0,inf,Dead Stock
6918,848,17.99,15255.519999999999,1312.0,0.6463414634146342,Normal
6919,27,7.99,215.73000000000002,18.0,1.5,Normal
6929,40,14.49,579.6,58.0,0.6896551724137931,Normal
6932,369,5.990000000000001,2210.3100000000004,304.0,1.2138157894736843,Normal
6933,2276,8.99,20461.24,509.0,4.471512770137524,Slow Moving
6935,27,11.99,323.73,4.0,6.75,Slow Moving
6937,6537,9.99,65304.630000000005,3296.0,1.9833131067961165,Normal
6938,1845,7.99,14741.550000000001,1171.0,1.5755764304013664,Normal
6940,12,9.99,119.88,0.0,inf,Dead Stock
6941,19,9.99,189.81,3.0,6.333333333333333,Slow Moving
6946,1019,8.99,9160.81,327.0,3.1162079510703364,Slow Moving
6950,412,34.99,14415.880000000001,147.0,2.802721088435374,Slow Moving
6952,239,19.99,4777.61,7.0,34.142857142857146,Slow Moving
6958,1013,7.99,8093.87,510.0,1.9862745098039216,Normal
6960,3545,6.99,24779.55,1271.0,2.7891424075531077,Slow Moving
6967,5319,19.99,106326.81,2644.0,2.0117246596066565,Slow Moving
6968,10,14.99,149.9,1.0,10.0,Slow Moving
6974,1721,15.99,27518.79,1078.0,1.5964749536178107,Normal
6975,820,5.99,4911.8,228.0,3.5964912280701755,Slow Moving
6976,1185,18.99,22503.149999999998,674.0,1.758160237388724,Normal
6977,0,3.99,0.0,0.0,inf,Dead Stock
6980,755,19.99,15092.449999999999,195.0,3.871794871794872,Slow Moving
6981,12,8.99,107.88,0.0,inf,Dead Stock
6983,1911,14.99,28645.89,3689.0,0.5180265654648957,Normal
6984,1983,15.99,31708.170000000002,323.0,6.139318885448916,Slow Moving
6986,0,11.99,0.0,3.0,0.0,Fast Moving
6987,413,9.99,4125.87,116.0,3.560344827586207,Slow Moving
6995,472,6.99,3299.28,480.0,0.9833333333333333,Normal
7017,247,31.989999999999995,7901.529999999999,55.0,4.490909090909091,Slow Moving
7070,697,10.99,7660.03,0.0,inf,Dead Stock
7077,6305,0.99,6241.95,0.0,inf,Dead Stock
7111,166,59.989999999999995,9958.339999999998,0.0,inf,Dead Stock
7127,165,45.99,7588.35,25.0,6.6,Slow Moving
7130,779,15.99,12456.210000000001,0.0,inf,Dead Stock
7143,736,18.99,13976.64,0.0,inf,Dead Stock
7159,1418,6.99,9911.82,819.0,1.7313797313797314,Normal
7162,20,7.99,159.8,0.0,inf,Dead Stock
7193,2,11.49,22.98,42.0,0.047619047619047616,Fast Moving
7198,2784,10.99,30596.16,684.0,4.0701754385964914,Slow Moving
7202,9,10.99,98.91,66.0,0.13636363636363635,Fast Moving
7205,69,11.49,792.8100000000001,26.0,2.6538461538461537,Slow Moving
7215,31,5.989999999999999,185.68999999999997,24.0,1.2916666666666667,Normal
7219,54,45.99,2483.46,41.0,1.3170731707317074,Normal
7221,1126,10.49,11811.74,1137.0,0.990325417766051,Normal
7224,115,8.99,1033.8500000000001,317.0,0.3627760252365931,Fast Moving
7230,15,12.99,194.85,0.0,inf,Dead Stock
7254,1231,7.99,9835.69,1198.0,1.0275459098497495,Normal
7261,848,5.49,4655.52,427.0,1.9859484777517564,Normal
7262,936,5.49,5138.64,624.0,1.5,Normal
7265,509,15.99,8138.91,155.0,3.2838709677419353,Slow Moving
7266,583,13.99,8156.17,167.0,3.4910179640718564,Slow Moving
7269,260,7.99,2077.4,132.0,1.9696969696969697,Normal
7272,120,17.99,2158.7999999999997,0.0,inf,Dead Stock
7278,160,29.99,4798.4,8.0,20.0,Slow Moving
7279,850,7.99,6791.5,406.0,2.0935960591133007,Slow Moving
7282,537,9.99,5364.63,353.0,1.5212464589235128,Normal
7284,229,9.99,2287.71,84.0,2.7261904761904763,Slow Moving
7293,914,8.99,8216.86,435.0,2.1011494252873564,Slow Moving
7302,2064,10.99,22683.36,866.0,2.3833718244803697,Slow Moving
7320,601,17.99,10811.99,131.0,4.587786259541985,Slow Moving
7327,216,26.99,5829.839999999999,0.0,inf,Dead Stock
7328,18,12.99,233.82,0.0,inf,Dead Stock
7340,806,18.99,15305.939999999999,300.0,2.6866666666666665,Slow Moving
7341,8411,0.99,8326.89,7895.0,1.0653578214059531,Normal
7345,2812,10.99,30903.88,1898.0,1.4815595363540568,Normal
7353,637,19.99,12733.63,144.0,4.423611111111111,Slow Moving
7358,722,18.99,13710.779999999999,157.0,4.598726114649682,Slow Moving
7361,107,15.990000000000002,1710.9300000000003,19.0,5.631578947368421,Slow Moving
7363,303,19.99,6056.969999999999,0.0,inf,Dead Stock
7371,189,12.99,2455.11,93.0,2.032258064516129,Slow Moving
7374,2549,10.99,28013.510000000002,613.0,4.158238172920065,Slow Moving
7375,5,5.99,29.950000000000003,12.0,0.4166666666666667,Fast Moving
7383,150,19.990000000000002,2998.5000000000005,0.0,inf,Dead Stock
7393,373,11.99,4472.27,0.0,inf,Dead Stock
7404,943,0.9899999999999999,933.5699999999999,448.0,2.1049107142857144,Slow Moving
7412,10,4.99,49.900000000000006,0.0,inf,Dead Stock
7413,371,7.990000000000001,2964.2900000000004,207.0,1.7922705314009661,Normal
7423,610,7.989999999999999,4873.9,320.0,1.90625,Normal
7424,4,15.49,61.96,0.0,inf,Dead Stock
7430,15,11.99,179.85,0.0,inf,Dead Stock
7433,26,11.99,311.74,1.0,26.0,Slow Moving
7436,15,49.99,749.85,0.0,inf,Dead Stock
7439,24,11.99,287.76,2.0,12.0,Slow Moving
7454,6,11.99,71.94,0.0,inf,Dead Stock
7458,27,11.99,323.73,5.0,5.4,Slow Moving
7473,186,28.99,5392.139999999999,0.0,inf,Dead Stock
7485,170,3.9900000000000007,678.3000000000001,199.0,0.8542713567839196,Normal
7489,3177,0.99,3145.23,0.0,inf,Dead Stock
7535,1039,5.99,6223.610000000001,1632.0,0.6366421568627451,Normal
7537,92,77.99,7175.08,38.0,2.4210526315789473,Slow Moving
7633,5,49.99,249.95000000000002,0.0,inf,Dead Stock
7680,233,17.99,4191.67,6.0,38.833333333333336,Slow Moving
7700,8,11.99,95.92,0.0,inf,Dead Stock
7715,2257,5.49,12390.93,2624.0,0.8601371951219512,Normal
7716,1677,5.49,9206.73,1562.0,1.0736235595390524,Normal
7718,1105,5.49,6066.45,625.0,1.768,Normal
7725,1250,9.99,12487.5,272.0,4.595588235294118,Slow Moving
7728,1324,9.99,13226.76,313.0,4.2300319488817895,Slow Moving
7740,782,5.99,4684.18,345.0,2.2666666666666666,Slow Moving
7750,17,27.99,475.83,5.0,3.4,Slow Moving
7770,14,10.99,153.86,0.0,inf,Dead Stock
7780,0,45.99,0.0,30.0,0.0,Fast Moving
7788,224,14.99,3357.76,111.0,2.018018018018018,Slow Moving
7792,24,45.99,1103.76,13.0,1.8461538461538463,Normal
7818,529,5.49,2904.21,237.0,2.2320675105485233,Slow Moving
7830,15,10.99,164.85,0.0,inf,Dead Stock
7832,20,5.99,119.80000000000001,0.0,inf,Dead Stock
7838,16,14.99,239.84,10.0,1.6,Normal
7849,461,8.99,4144.39,88.0,5.238636363636363,Slow Moving
7855,0,9.99,0.0,52.0,0.0,Fast Moving
7860,1107,5.99,6630.93,430.0,2.574418604651163,Slow Moving
7865,3703,34.99,129567.97,1061.0,3.4901036757775685,Slow Moving
7867,546,8.99,4908.54,56.0,9.75,Slow Moving
7868,742,34.99,25962.58,76.0,9.763157894736842,Slow Moving
7872,1892,44.99,85121.08,91.0,20.791208791208792,Slow Moving
7874,11,5.99,65.89,36.0,0.3055555555555556,Fast Moving
7878,2423,15.99,38743.770000000004,2315.0,1.0466522678185746,Normal
7891,357,34.99,12491.43,35.0,10.2,Slow Moving
7909,238,39.99,9517.62,23.0,10.347826086956522,Slow Moving
7917,560,8.99,5034.400000000001,38.0,14.736842105263158,Slow Moving
7931,481,8.99,4324.1900000000005,29.0,16.586206896551722,Slow Moving
7936,6121,0.99,6059.79,0.0,inf,Dead Stock
7948,6259,0.9899999999999999,6196.409999999999,0.0,inf,Dead Stock
7951,270,69.99,18897.3,0.0,inf,Dead Stock
7956,6347,0.9899999999999999,6283.529999999999,0.0,inf,Dead Stock
7969,900,13.99,12591.0,299.0,3.0100334448160537,Slow Moving
7974,4,24.99,99.96,1.0,4.0,Slow Moving
7977,1055,10.49,11066.95,635.0,1.6614173228346456,Normal
7978,1197,7.49,8965.53,1016.0,1.1781496062992125,Normal
7982,1201,7.49,8995.49,1103.0,1.0888485947416138,Normal
7985,763,9.99,7622.37,356.0,2.143258426966292,Slow Moving
7986,598,27.990000000000002,16738.02,172.0,3.4767441860465116,Slow Moving
7990,627,9.99,6263.7300000000005,261.0,2.4022988505747125,Slow Moving
7991,1009,8.99,9070.91,428.0,2.357476635514019,Slow Moving
7992,1859,6.99,12994.41,321.0,5.7912772585669785,Slow Moving
7993,1149,6.49,7457.01,670.0,1.7149253731343284,Normal
7994,1080,9.99,10789.2,505.0,2.1386138613861387,Slow Moving
7995,2104,6.49,13654.960000000001,224.0,9.392857142857142,Slow Moving
7996,1178,5.49,6467.22,540.0,2.1814814814814816,Slow Moving
8000,2081,69.99,145649.19,913.0,2.2792990142387732,Slow Moving
8008,37,9.99,369.63,12.0,3.0833333333333335,Slow Moving
8010,24,54.99,1319.76,8.0,3.0,Slow Moving
8011,100,9.99,999.0,52.0,1.9230769230769231,Normal
8012,14,9.99,139.86,0.0,inf,Dead Stock
8015,698,15.99,11161.02,0.0,inf,Dead Stock
8016,1858,6.99,12987.42,704.0,2.6392045454545454,Slow Moving
8017,12,10.99,131.88,12.0,1.0,Normal
8018,1843,6.99,12882.57,806.0,2.2866004962779156,Slow Moving
8021,3017,42.99,129700.83,298.0,10.124161073825503,Slow Moving
8023,1926,4.49,8647.74,3211.0,0.5998131423232638,Normal
8027,4420,1.99,8795.8,1238.0,3.5702746365105007,Slow Moving
8032,2041,8.49,17328.09,824.0,2.4769417475728157,Slow Moving
8033,8185,2.99,24473.15,3802.0,2.152814308258811,Slow Moving
8036,340,11.99,4076.6,353.0,0.9631728045325779,Normal
8040,1228,7.99,9811.720000000001,910.0,1.3494505494505495,Normal
8043,14,4.99,69.86,35.0,0.4,Fast Moving
8048,678,24.99,16943.219999999998,0.0,inf,Dead Stock
8050,690,17.99,12413.099999999999,308.0,2.24025974025974,Slow Moving
8053,7686,0.9900000000000001,7609.140000000001,8503.0,0.9039162648477008,Normal
8057,309,19.99,6176.91,187.0,1.6524064171122994,Normal
8059,345,27.99,9656.55,74.0,4.662162162162162,Slow Moving
8063,177,1.99,352.23,60.0,2.95,Slow Moving
8064,8523,0.99,8437.77,8453.0,1.0082810836389449,Normal
8066,2109,9.99,21068.91,2159.0,0.9768411301528486,Normal
8068,15608,23.49,366631.92,11189.0,1.3949414603628563,Normal
8072,1672,36.99,61847.280000000006,171.0,9.777777777777779,Slow Moving
8075,232,9.99,2317.68,120.0,1.9333333333333333,Normal
8076,8,19.99,159.92,0.0,inf,Dead Stock
8077,339,9.99,3386.61,210.0,1.6142857142857143,Normal
8078,974,19.99,19470.26,425.0,2.291764705882353,Slow Moving
8079,23,4.99,114.77000000000001,30.0,0.7666666666666667,Normal
8081,16,5.99,95.84,0.0,inf,Dead Stock
8082,8352,28.990000000000002,242124.48,3099.0,2.695062923523717,Slow Moving
8085,2112,29.990000000000002,63338.880000000005,299.0,7.063545150501672,Slow Moving
8090,23,29.99,689.77,0.0,inf,Dead Stock
8092,6272,2.29,14362.880000000001,2455.0,2.554786150712831,Slow Moving
8096,4906,1.99,9762.94,1167.0,4.203941730934019,Slow Moving
8097,727,11.99,8716.73,307.0,2.3680781758957656,Slow Moving
8101,5411,1.9900000000000002,10767.890000000001,2298.0,2.354656222802437,Slow Moving
8102,2097,24.99,52404.03,586.0,3.5784982935153584,Slow Moving
8103,6464,0.99,6399.36,5317.0,1.21572315215347,Normal
8107,2114,34.99,73968.86,588.0,3.5952380952380953,Slow Moving
8108,212,54.99,11657.880000000001,0.0,inf,Dead Stock
8110,678,8.99,6095.22,394.0,1.7208121827411167,Normal
8111,16242,0.99,16079.58,28544.0,0.5690162556053812,Normal
8112,8663,23.99,207825.37,3629.0,2.387158996968862,Slow Moving
8113,898,17.99,16155.019999999999,226.0,3.9734513274336285,Slow Moving
8114,81,7.99,647.19,19.0,4.2631578947368425,Slow Moving
8118,1062,5.99,6361.38,741.0,1.4331983805668016,Normal
8120,818,8.99,7353.820000000001,620.0,1.3193548387096774,Normal
8122,9,32.99,296.91,0.0,inf,Dead Stock
8123,1333,12.99,17315.670000000002,600.0,2.2216666666666667,Slow Moving
8124,1227,12.99,15938.73,347.0,3.5360230547550433,Slow Moving
8128,434,34.99,15185.660000000002,80.0,5.425,Slow Moving
8130,7414,1.29,9564.06,3128.0,2.3702046035805626,Slow Moving
8131,741,17.99,13330.589999999998,339.0,2.185840707964602,Slow Moving
8135,878,10.99,9649.22,415.0,2.1156626506024097,Slow Moving
8136,253,19.99,5057.469999999999,0.0,inf,Dead Stock
8143,2701,35.99,97208.99,309.0,8.741100323624595,Slow Moving
8144,475,29.99,14245.25,273.0,1.73992673992674,Normal
8149,740,19.989999999999995,14792.599999999997,105.0,7.0476190476190474,Slow Moving
8151,11,0.99,10.89,67.0,0.16417910447761194,Fast Moving
8152,60,12.99,779.4,107.0,0.5607476635514018,Normal
8154,704,21.99,15480.96,181.0,3.889502762430939,Slow Moving
8155,1648,4.99,8223.52,1925.0,0.8561038961038961,Normal
8159,7947,26.990000000000002,214489.53000000003,4264.0,1.8637429643527204,Normal
8166,1497,19.99,29925.03,568.0,2.63556338028169,Slow Moving
8170,5252,2.99,15703.480000000001,1054.0,4.98292220113852,Slow Moving
8171,6916,0.99,6846.84,3412.0,2.0269636576787806,Slow Moving
8172,6794,0.99,6726.0599999999995,3909.0,1.7380404195446406,Normal
8173,1278,19.99,25547.219999999998,275.0,4.647272727272727,Slow Moving
8178,3722,25.99,96734.78,2488.0,1.4959807073954985,Normal
8184,7652,1.99,15227.48,4295.0,1.7816065192083819,Normal
8187,1081,19.99,21609.19,507.0,2.1321499013806706,Slow Moving
8189,784,31.990000000000002,25080.16,295.0,2.6576271186440676,Slow Moving
8190,669,15.99,10697.31,0.0,inf,Dead Stock
8191,517,18.49,9559.33,180.0,2.8722222222222222,Slow Moving
8200,3273,2.99,9786.27,937.0,3.4930629669156885,Slow Moving
8202,3716,17.99,66850.84,2083.0,1.783965434469515,Normal
8203,7264,2.99,21719.36,3610.0,2.0121883656509696,Slow Moving
8205,4116,2.99,12306.84,1179.0,3.491094147582697,Slow Moving
8207,21,3.99,83.79,24.0,0.875,Normal
8212,286,22.990000000000002,6575.14,51.0,5.607843137254902,Slow Moving
8214,1167,9.99,11658.33,1145.0,1.0192139737991266,Normal
8218,789,31.990000000000002,25240.11,271.0,2.911439114391144,Slow Moving
8221,124,79.99,9918.76,19.0,6.526315789473684,Slow Moving
8223,3678,13.99,51455.22,336.0,10.946428571428571,Slow Moving
8228,60,134.99,8099.400000000001,7.0,8.571428571428571,Slow Moving
8231,580,14.989999999999998,8694.199999999999,73.0,7.945205479452055,Slow Moving
8232,761,8.99,6841.39,703.0,1.0825035561877667,Normal
8233,838,27.99,23455.62,364.0,2.302197802197802,Slow Moving
8235,6,9.99,59.94,6.0,1.0,Normal
8236,8807,1.49,13122.43,8257.0,1.066610148964515,Normal
8237,95,99.99,9499.05,37.0,2.5675675675675675,Slow Moving
8238,402,30.989999999999995,12457.979999999998,0.0,inf,Dead Stock
8242,476,14.99,7135.24,126.0,3.7777777777777777,Slow Moving
8246,909,7.99,7262.91,170.0,5.347058823529411,Slow Moving
8252,326,18.99,6190.74,182.0,1.7912087912087913,Normal
8254,25,14.49,362.25,31.0,0.8064516129032258,Normal
8258,863,29.99,25881.37,533.0,1.6191369606003752,Normal
8259,5576,2.49,13884.240000000002,0.0,inf,Dead Stock
8261,13,39.99,519.87,3.0,4.333333333333333,Slow Moving
8262,548,21.99,12050.519999999999,230.0,2.382608695652174,Slow Moving
8264,2766,8.99,24866.34,1318.0,2.0986342943854326,Slow Moving
8265,931,9.99,9300.69,490.0,1.9,Normal
8267,318,21.99,6992.82,264.0,1.2045454545454546,Normal
8268,60,5.49,329.40000000000003,1.0,60.0,Slow Moving
8272,94,5.49,516.0600000000001,92.0,1.0217391304347827,Normal
8273,402,21.99,8839.98,164.0,2.451219512195122,Slow Moving
8274,8,5.49,43.92,12.0,0.6666666666666666,Normal
8275,515,32.99,16989.850000000002,118.0,4.364406779661017,Slow Moving
8279,86,24.99,2149.14,0.0,inf,Dead Stock
8280,1125,13.99,15738.75,200.0,5.625,Slow Moving
8282,144,0.9899999999999999,142.55999999999997,34.0,4.235294117647059,Slow Moving
8283,96,27.990000000000002,2687.04,25.0,3.84,Slow Moving
8284,322,39.99,12876.78,0.0,inf,Dead Stock
8288,2675,11.99,32073.25,1025.0,2.6097560975609757,Slow Moving
8289,85,59.989999999999995,5099.15,36.0,2.361111111111111,Slow Moving
8295,89,39.99,3559.11,123.0,0.7235772357723578,Normal
8296,1376,29.990000000000002,41266.240000000005,535.0,2.57196261682243,Slow Moving
8298,596,10.99,6550.04,175.0,3.4057142857142857,Slow Moving
8308,72,24.99,1799.28,0.0,inf,Dead Stock
8312,1313,7.990000000000001,10490.87,1059.0,1.2398489140698772,Normal
8323,1119,15.99,17892.81,461.0,2.4273318872017353,Slow Moving
8327,19,15.99,303.81,12.0,1.5833333333333333,Normal
8329,3456,8.99,31069.440000000002,1305.0,2.6482758620689655,Slow Moving
8338,934,21.99,20538.66,583.0,1.602058319039451,Normal
8339,3003,42.99,129098.97,932.0,3.2221030042918457,Slow Moving
8342,3212,11.99,38511.88,668.0,4.808383233532934,Slow Moving
8345,2370,7.99,18936.3,960.0,2.46875,Slow Moving
8346,1000,14.99,14990.0,414.0,2.4154589371980677,Slow Moving
8351,483,10.99,5308.17,147.0,3.2857142857142856,Slow Moving
8359,1327,7.99,10602.73,268.0,4.951492537313433,Slow Moving
8361,503,14.99,7539.97,415.0,1.2120481927710844,Normal
8366,209,9.99,2087.91,72.0,2.9027777777777777,Slow Moving
8367,257,14.99,3852.43,151.0,1.7019867549668874,Normal
8368,1269,1.9900000000000002,2525.3100000000004,1203.0,1.054862842892768,Normal
8369,567,33.99,19272.33,86.0,6.593023255813954,Slow Moving
8370,989,8.99,8891.11,716.0,1.3812849162011174,Normal
8379,708,11.99,8488.92,392.0,1.8061224489795917,Normal
8385,3,3499.99,10499.97,0.0,inf,Dead Stock
8386,818,13.49,11034.82,438.0,1.8675799086757991,Normal
8387,1562,23.99,37472.38,502.0,3.1115537848605577,Slow Moving
8391,2,17.99,35.98,0.0,inf,Dead Stock
8393,509,56.99,29007.91,116.0,4.387931034482759,Slow Moving
8395,551,61.99,34156.49,102.0,5.401960784313726,Slow Moving
8398,508,53.99,27426.920000000002,133.0,3.819548872180451,Slow Moving
8401,150,10.99,1648.5,70.0,2.142857142857143,Slow Moving
8402,34,24.99,849.66,19.0,1.7894736842105263,Normal
8408,1099,35.99,39553.01,233.0,4.716738197424893,Slow Moving
8409,136,8.29,1127.4399999999998,83.0,1.6385542168674698,Normal
8412,148,49.99,7398.52,15.0,9.866666666666667,Slow Moving
8413,1082,17.99,19465.179999999997,649.0,1.6671802773497688,Normal
8420,457,39.99,18275.43,123.0,3.7154471544715446,Slow Moving
8421,2836,6.99,19823.64,1527.0,1.8572364112639161,Normal
8422,12,5.49,65.88,48.0,0.25,Fast Moving
8423,175,7.989999999999999,1398.2499999999998,226.0,0.7743362831858407,Normal
8424,885,22.99,20346.149999999998,358.0,2.4720670391061454,Slow Moving
8425,181,16.99,3075.1899999999996,42.0,4.309523809523809,Slow Moving
8428,254,16.99,4315.46,0.0,inf,Dead Stock
8434,0,29.99,0.0,10.0,0.0,Fast Moving
8437,501,34.99,17529.99,24.0,20.875,Slow Moving
8438,22,0.99,21.78,407.0,0.05405405405405406,Fast Moving
8439,0,16.99,0.0,0.0,inf,Dead Stock
8440,1794,19.99,35862.06,510.0,3.5176470588235293,Slow Moving
8441,1724,12.99,22394.760000000002,1537.0,1.121665582303188,Normal
8442,842,14.49,12200.58,360.0,2.338888888888889,Slow Moving
8443,120,16.49,1978.7999999999997,98.0,1.2244897959183674,Normal
8444,305,23.99,7316.95,79.0,3.8607594936708862,Slow Moving
8446,263,5.99,1575.3700000000001,141.0,1.8652482269503545,Normal
8447,189,16.99,3211.1099999999997,30.0,6.3,Slow Moving
8448,987,9.99,9860.130000000001,492.0,2.0060975609756095,Slow Moving
8450,972,19.99,19430.28,809.0,1.2014833127317677,Normal
8451,1062,16.99,18043.379999999997,1213.0,0.875515251442704,Normal
8452,1125,16.99,19113.75,342.0,3.289473684210526,Slow Moving
8453,2239,2.79,6246.81,0.0,inf,Dead Stock
8454,272,32.99,8973.28,49.0,5.551020408163265,Slow Moving
8455,1840,14.99,27581.600000000002,213.0,8.63849765258216,Slow Moving
8458,271,34.99,9482.29,47.0,5.76595744680851,Slow Moving
8459,21,12.99,272.79,0.0,inf,Dead Stock
8462,1692,21.99,37207.079999999994,837.0,2.021505376344086,Slow Moving
8464,706,14.99,10582.94,164.0,4.304878048780488,Slow Moving
8467,44,0.99,43.56,315.0,0.13968253968253969,Fast Moving
8469,1412,22.99,32461.879999999997,450.0,3.137777777777778,Slow Moving
8470,2850,2.79,7951.5,550.0,5.181818181818182,Slow Moving
8472,1068,21.99,23485.32,739.0,1.4451962110960759,Normal
8473,786,41.99,33004.14,404.0,1.9455445544554455,Normal
8474,824,41.99,34599.76,346.0,2.3815028901734103,Slow Moving
8475,1858,1.7900000000000003,3325.8200000000006,1822.0,1.0197585071350164,Normal
8476,789,14.49,11432.61,303.0,2.603960396039604,Slow Moving
8480,2471,14.99,37040.29,1010.0,2.4465346534653465,Slow Moving
8482,491,17.99,8833.089999999998,174.0,2.82183908045977,Slow Moving
8483,108,26.99,2914.9199999999996,0.0,inf,Dead Stock
8484,2352,2.79,6562.08,0.0,inf,Dead Stock
8485,758,17.99,13636.419999999998,385.0,1.9688311688311688,Normal
8489,120,49.99,5998.8,0.0,inf,Dead Stock
8491,363,19.99,7256.369999999999,146.0,2.4863013698630136,Slow Moving
8495,13,0.99,12.87,54.0,0.24074074074074073,Fast Moving
8496,615,14.99,9218.85,234.0,2.628205128205128,Slow Moving
8497,1258,9.99,12567.42,766.0,1.6422976501305484,Normal
8498,3866,8.99,34755.340000000004,1644.0,2.351581508515815,Slow Moving
8500,1976,9.99,19740.24,534.0,3.700374531835206,Slow Moving
8501,66,8.99,593.34,24.0,2.75,Slow Moving
8504,5299,8.99,47638.01,2801.0,1.8918243484469832,Normal
8505,237,29.989999999999995,7107.629999999999,0.0,inf,Dead Stock
8506,2136,27.990000000000002,59786.64000000001,904.0,2.3628318584070795,Slow Moving
8508,6,21.99,131.94,2.0,3.0,Slow Moving
8512,9966,19.99,199220.34,6489.0,1.5358298659269534,Normal
8513,3872,8.99,34809.28,1947.0,1.9887005649717515,Normal
8515,1116,19.99,22308.839999999997,424.0,2.6320754716981134,Slow Moving
8517,1615,19.99,32283.85,784.0,2.059948979591837,Slow Moving
8518,1,11.49,11.49,0.0,inf,Dead Stock
8519,427,6.99,2984.73,0.0,inf,Dead Stock
8520,359,16.99,6099.41,242.0,1.4834710743801653,Normal
8522,4894,0.99,4845.06,0.0,inf,Dead Stock
8523,679,4.99,3388.21,360.0,1.886111111111111,Normal
8525,21,11.99,251.79,0.0,inf,Dead Stock
8526,1123,27.99,31432.769999999997,877.0,1.2805017103762828,Normal
8534,583,5.99,3492.17,395.0,1.4759493670886077,Normal
8535,9,3.49,31.410000000000004,16.0,0.5625,Normal
8537,3574,13.99,50000.26,605.0,5.907438016528926,Slow Moving
8539,12,19.99,239.88,0.0,inf,Dead Stock
8553,355,6.99,2481.4500000000003,0.0,inf,Dead Stock
8562,1092,14.99,16369.08,727.0,1.5020632737276478,Normal
8563,10,10.99,109.9,4.0,2.5,Slow Moving
8567,122,10.99,1340.78,144.0,0.8472222222222222,Normal
8570,28,10.99,307.72,9.0,3.111111111111111,Slow Moving
8575,244,29.99,7317.5599999999995,0.0,inf,Dead Stock
