Brand,EndingStock,AvgPrice,InventoryValue,TotalSold,StockToSales,MovementClass
20520,49,25.99,1273.51,8.0,6.125,Slow Moving
20523,671,11.99,8045.29,0.0,inf,Dead Stock
20528,28,12.99,363.72,0.0,inf,Dead Stock
20532,470,12.99,6105.3,10.0,47.0,Slow Moving
20533,1446,12.99,18783.54,1225.0,1.180408163265306,Normal
20534,180,7.99,1438.2,24.0,7.5,Slow Moving
20550,82,10.99,901.1800000000001,10.0,8.2,Slow Moving
20551,150,16.99,2548.4999999999995,0.0,inf,Dead Stock
20552,359,14.99,5381.41,58.0,6.189655172413793,Slow Moving
20553,6,275.99,1655.94,0.0,inf,Dead Stock
20554,15,17.99,269.84999999999997,8.0,1.875,Normal
20555,28,13.99,391.72,13.0,2.1538461538461537,Slow Moving
20557,440,10.99,4835.6,264.0,1.6666666666666667,Normal
20568,23,18.99,436.77,0.0,inf,Dead Stock
20576,2,26.99,53.98,0.0,inf,Dead Stock
20596,18,19.99,359.82,0.0,inf,Dead Stock
20598,327,15.99,5228.7300000000005,31.0,10.548387096774194,Slow Moving
20601,12,18.99,227.88,0.0,inf,Dead Stock
20602,64,59.99,3839.36,1.0,64.0,Slow Moving
20610,11,17.99,197.89,0.0,inf,Dead Stock
20626,3,9.99,29.97,48.0,0.0625,Fast Moving
20627,18,8.99,161.82,0.0,inf,Dead Stock
20628,35,13.99,489.65000000000003,0.0,inf,Dead Stock
20629,19,13.99,265.81,0.0,inf,Dead Stock
20637,20,13.99,279.8,0.0,inf,Dead Stock
20639,6,17.99,107.94,10.0,0.6,Normal
20646,32,13.99,447.68,0.0,inf,Dead Stock
20648,23,13.99,321.77,0.0,inf,Dead Stock
20650,3,83.49,250.46999999999997,10.0,0.3,Fast Moving
20654,36,39.99,1439.64,1.0,36.0,Slow Moving
20655,7,39.99,279.93,1.0,7.0,Slow Moving
20658,13,39.99,519.87,0.0,inf,Dead Stock
20659,23,19.99,459.77,7.0,3.2857142857142856,Slow Moving
20660,194,12.99,2520.06,0.0,inf,Dead Stock
20661,5,59.989999999999995,299.95,2.0,2.5,Slow Moving
20662,151,9.99,1508.49,2.0,75.5,Slow Moving
20666,5,89.99,449.95,0.0,inf,Dead Stock
20668,4,45.99,183.96,1.0,4.0,Slow Moving
20670,1,89.99,89.99,0.0,inf,Dead Stock
20674,336,24.989999999999995,8396.639999999998,48.0,7.0,Slow Moving
20682,1,41.99,41.99,16.0,0.0625,Fast Moving
20684,3,89.99,269.96999999999997,0.0,inf,Dead Stock
20689,0,15.99,0.0,1.0,0.0,Fast Moving
20699,272,11.989999999999998,3261.2799999999997,218.0,1.2477064220183487,Normal
20700,389,15.99,6220.11,0.0,inf,Dead Stock
20703,36,59.99,2159.64,0.0,inf,Dead Stock
20706,70,15.99,1119.3,25.0,2.8,Slow Moving
20707,7,15.99,111.93,1.0,7.0,Slow Moving
20715,2,45.99,91.98,0.0,inf,Dead Stock
20722,0,29.99,0.0,1.0,0.0,Fast Moving
20723,44,15.99,703.5600000000001,0.0,inf,Dead Stock
20724,284,14.99,4257.16,4.0,71.0,Slow Moving
20725,713,14.99,10687.87,148.0,4.8175675675675675,Slow Moving
20728,106,10.99,1164.94,4.0,26.5,Slow Moving
20729,754,9.99,7532.46,158.0,4.772151898734177,Slow Moving
20730,97,10.99,1066.03,24.0,4.041666666666667,Slow Moving
20731,666,9.99,6653.34,238.0,2.7983193277310923,Slow Moving
20739,33,24.99,824.67,1.0,33.0,Slow Moving
20744,1,19.99,19.99,10.0,0.1,Fast Moving
20745,38,13.99,531.62,42.0,0.9047619047619048,Normal
20746,7,9.99,69.93,0.0,inf,Dead Stock
20748,76,49.99,3799.2400000000002,39.0,1.9487179487179487,Normal
20758,8,11.99,95.92,0.0,inf,Dead Stock
20759,8,9.99,79.92,0.0,inf,Dead Stock
20761,50,36.99,1849.5,0.0,inf,Dead Stock
20762,367,18.99,6969.329999999999,28.0,13.107142857142858,Slow Moving
20763,272,14.989999999999998,4077.2799999999997,0.0,inf,Dead Stock
20765,12,29.99,359.88,0.0,inf,Dead Stock
20767,63,19.99,1259.37,10.0,6.3,Slow Moving
20770,4,21.49,85.96,29.0,0.13793103448275862,Fast Moving
20771,32,41.99,1343.68,1.0,32.0,Slow Moving
20772,5,38.99,194.95000000000002,3.0,1.6666666666666667,Normal
20781,341,14.99,5111.59,74.0,4.608108108108108,Slow Moving
20784,23,7.989999999999999,183.76999999999998,0.0,inf,Dead Stock
20788,311,16.99,5283.889999999999,18.0,17.27777777777778,Slow Moving
20789,24,17.99,431.76,0.0,inf,Dead Stock
20791,348,7.990000000000001,2780.5200000000004,217.0,1.6036866359447004,Normal
20792,31,10.99,340.69,4.0,7.75,Slow Moving
20793,33,10.99,362.67,6.0,5.5,Slow Moving
20798,7,10.99,76.93,0.0,inf,Dead Stock
20800,380,8.99,3416.2000000000003,149.0,2.5503355704697985,Slow Moving
20801,98,27.99,2743.02,6.0,16.333333333333332,Slow Moving
20814,23,14.99,344.77,12.0,1.9166666666666667,Normal
20825,4,11.99,47.96,2.0,2.0,Normal
20853,4,59.99,239.96,1.0,4.0,Slow Moving
20855,584,12.990000000000002,7586.160000000001,222.0,2.630630630630631,Slow Moving
20861,12,11.99,143.88,0.0,inf,Dead Stock
20862,1223,12.95,15837.849999999999,911.0,1.3424807903402853,Normal
20863,2744,10.95,30046.8,737.0,3.723202170963365,Slow Moving
20864,497,12.99,6456.03,267.0,1.8614232209737829,Normal
20878,1,36.99,36.99,0.0,inf,Dead Stock
20880,0,46.99,0.0,0.0,inf,Dead Stock
20884,12,9.49,113.88,0.0,inf,Dead Stock
20885,21,19.99,419.78999999999996,8.0,2.625,Slow Moving
20886,7,11.99,83.93,0.0,inf,Dead Stock
20887,2,11.99,23.98,0.0,inf,Dead Stock
20889,36,37.99,1367.64,4.0,9.0,Slow Moving
20905,216,8.99,1941.8400000000001,70.0,3.085714285714286,Slow Moving
20912,364,26.99,9824.359999999999,61.0,5.967213114754099,Slow Moving
20913,13,49.99,649.87,1.0,13.0,Slow Moving
20918,12,15.99,191.88,0.0,inf,Dead Stock
20921,266,18.989999999999995,5051.339999999998,62.0,4.290322580645161,Slow Moving
20931,22,16.99,373.78,0.0,inf,Dead Stock
20932,139,12.99,1805.6100000000001,85.0,1.6352941176470588,Normal
20935,24,24.49,587.76,1.0,24.0,Slow Moving
20944,192,19.99,3838.08,20.0,9.6,Slow Moving
20947,9,17.99,161.91,24.0,0.375,Fast Moving
20948,88,79.49,6995.12,20.0,4.4,Slow Moving
20950,26,18.49,480.73999999999995,0.0,inf,Dead Stock
20952,23,24.99,574.77,2.0,11.5,Slow Moving
20953,13,8.99,116.87,1.0,13.0,Slow Moving
20954,6,15.99,95.94,20.0,0.3,Fast Moving
20959,27,49.99,1349.73,0.0,inf,Dead Stock
20961,13,24.99,324.87,0.0,inf,Dead Stock
20963,43,16.99,730.5699999999999,18.0,2.388888888888889,Slow Moving
20967,13,15.99,207.87,0.0,inf,Dead Stock
20968,376,10.99,4132.24,436.0,0.8623853211009175,Normal
20969,9,12.99,116.91,0.0,inf,Dead Stock
20975,7,4.49,31.43,0.0,inf,Dead Stock
20980,31,19.99,619.6899999999999,6.0,5.166666666666667,Slow Moving
20985,21,11.99,251.79,0.0,inf,Dead Stock
20987,7,12.99,90.93,0.0,inf,Dead Stock
20988,7,12.99,90.93,0.0,inf,Dead Stock
20990,4,13.99,55.96,0.0,inf,Dead Stock
20991,30,12.99,389.7,2.0,15.0,Slow Moving
20992,305,10.99,3351.9500000000003,197.0,1.5482233502538072,Normal
20995,17,3.29,55.93,0.0,inf,Dead Stock
21000,94,40.99,3853.0600000000004,32.0,2.9375,Slow Moving
21001,356,11.989999999999998,4268.44,225.0,1.5822222222222222,Normal
21002,140,11.99,1678.6000000000001,38.0,3.6842105263157894,Slow Moving
21003,22,7.99,175.78,4.0,5.5,Slow Moving
21004,46,7.99,367.54,0.0,inf,Dead Stock
21006,1,96.99,96.99,2.0,0.5,Fast Moving
21007,5,74.99,374.95,0.0,inf,Dead Stock
21009,19,25.99,493.80999999999995,0.0,inf,Dead Stock
21010,8,64.99,519.92,7.0,1.1428571428571428,Normal
21011,7,64.99,454.92999999999995,0.0,inf,Dead Stock
21012,4,84.99,339.96,10.0,0.4,Fast Moving
21013,6,41.99,251.94,0.0,inf,Dead Stock
21014,19,41.99,797.8100000000001,0.0,inf,Dead Stock
21015,65,34.99,2274.35,8.0,8.125,Slow Moving
21016,22,34.99,769.7800000000001,2.0,11.0,Slow Moving
21017,100,19.99,1998.9999999999998,6.0,16.666666666666668,Slow Moving
21019,952,18.99,18078.48,472.0,2.016949152542373,Slow Moving
21027,17,114.99,1954.83,6.0,2.8333333333333335,Slow Moving
21032,515,22.990000000000002,11839.85,241.0,2.136929460580913,Slow Moving
21033,695,38.99,27098.050000000003,212.0,3.2783018867924527,Slow Moving
21034,62,54.99,3409.38,3.0,20.666666666666668,Slow Moving
21041,154,15.99,2462.46,21.0,7.333333333333333,Slow Moving
21042,0,24.99,0.0,0.0,inf,Dead Stock
21043,10,18.99,189.89999999999998,0.0,inf,Dead Stock
21044,0,18.99,0.0,0.0,inf,Dead Stock
21045,22,27.99,615.78,7.0,3.142857142857143,Slow Moving
21046,15,17.99,269.84999999999997,2.0,7.5,Slow Moving
21055,479,39.99,19155.210000000003,195.0,2.4564102564102566,Slow Moving
21057,12,8.49,101.88,0.0,inf,Dead Stock
21058,273,39.99,10917.27,21.0,13.0,Slow Moving
21060,54,59.99,3239.46,1.0,54.0,Slow Moving
21076,367,9.99,3666.33,104.0,3.5288461538461537,Slow Moving
21078,12,12.99,155.88,27.0,0.4444444444444444,Fast Moving
21080,33,23.99,791.67,1.0,33.0,Slow Moving
21081,50,38.99,1949.5,6.0,8.333333333333334,Slow Moving
21083,8,41.99,335.92,0.0,inf,Dead Stock
21084,15,12.99,194.85,0.0,inf,Dead Stock
21098,313,14.99,4691.87,116.0,2.6982758620689653,Slow Moving
21100,335,13.99,4686.65,0.0,inf,Dead Stock
21101,119,17.99,2140.81,0.0,inf,Dead Stock
21102,6,7.989999999999999,47.94,0.0,inf,Dead Stock
21103,21,11.99,251.79,20.0,1.05,Normal
21105,215,29.99,6447.849999999999,19.0,11.31578947368421,Slow Moving
21107,9,12.99,116.91,2.0,4.5,Slow Moving
21109,25,10.99,274.75,7.0,3.5714285714285716,Slow Moving
21111,34,11.99,407.66,0.0,inf,Dead Stock
21112,22,9.99,219.78,0.0,inf,Dead Stock
21113,35,9.99,349.65000000000003,0.0,inf,Dead Stock
21114,25,9.99,249.75,0.0,inf,Dead Stock
21115,94,9.99,939.0600000000001,20.0,4.7,Slow Moving
21117,155,9.99,1548.45,32.0,4.84375,Slow Moving
21121,6,10.99,65.94,31.0,0.1935483870967742,Fast Moving
21123,3,11.99,35.97,3.0,1.0,Normal
21127,18,9.49,170.82,0.0,inf,Dead Stock
21129,700,17.99,12592.999999999998,269.0,2.6022304832713754,Slow Moving
21131,12,9.49,113.88,0.0,inf,Dead Stock
21144,306,18.99,5810.94,70.0,4.371428571428571,Slow Moving
21145,255,11.990000000000002,3057.4500000000007,200.0,1.275,Normal
21149,8,6.99,55.92,0.0,inf,Dead Stock
21151,392,11.99,4700.08,84.0,4.666666666666667,Slow Moving
21152,0,5.99,0.0,0.0,inf,Dead Stock
21155,64,24.99,1599.36,2.0,32.0,Slow Moving
21156,17,13.99,237.83,0.0,inf,Dead Stock
21157,152,12.99,1974.48,51.0,2.980392156862745,Slow Moving
21158,8,16.99,135.92,0.0,inf,Dead Stock
21160,223,21.990000000000002,4903.77,10.0,22.3,Slow Moving
21166,11,28.99,318.89,8.0,1.375,Normal
21168,22,8.49,186.78,4.0,5.5,Slow Moving
21169,28,8.49,237.72,28.0,1.0,Normal
21171,3,419.99,1259.97,0.0,inf,Dead Stock
21172,8,199.99,1599.92,1.0,8.0,Slow Moving
21178,303,17.99,5450.969999999999,1.0,303.0,Slow Moving
21179,8,55.99,447.92,3.0,2.6666666666666665,Slow Moving
21181,244,29.99,7317.5599999999995,119.0,2.0504201680672267,Slow Moving
21194,28,425.99,11927.720000000001,0.0,inf,Dead Stock
21195,34,249.99,8499.66,4.0,8.5,Slow Moving
21196,72,27.99,2015.28,11.0,6.545454545454546,Slow Moving
21201,238,17.99,4281.62,180.0,1.3222222222222222,Normal
21208,3171,15.99,50704.29,411.0,7.7153284671532845,Slow Moving
21216,5,110.99,554.9499999999999,9.0,0.5555555555555556,Normal
21217,14,59.99,839.86,1.0,14.0,Slow Moving
21218,168,29.99,5038.32,42.0,4.0,Slow Moving
21223,20,17.99,359.79999999999995,0.0,inf,Dead Stock
21226,12,3.99,47.88,0.0,inf,Dead Stock
21227,10,7.99,79.9,0.0,inf,Dead Stock
21228,10,15.99,159.9,0.0,inf,Dead Stock
21229,11,6.49,71.39,0.0,inf,Dead Stock
21230,48,15.99,767.52,3.0,16.0,Slow Moving
21231,910,4.99,4540.900000000001,557.0,1.6337522441651706,Normal
21232,740,9.99,7392.6,331.0,2.2356495468277946,Slow Moving
21233,417,11.99,4999.83,336.0,1.2410714285714286,Normal
21251,307,16.99,5215.929999999999,122.0,2.5163934426229506,Slow Moving
21252,15,11.99,179.85,36.0,0.4166666666666667,Fast Moving
21254,75,21.99,1649.2499999999998,286.0,0.26223776223776224,Fast Moving
21259,0,18.99,0.0,4.0,0.0,Fast Moving
21260,10,12.99,129.9,36.0,0.2777777777777778,Fast Moving
21270,481,9.99,4805.1900000000005,40.0,12.025,Slow Moving
21271,280,13.99,3917.2000000000003,67.0,4.17910447761194,Slow Moving
21272,7,8.99,62.93,3.0,2.3333333333333335,Slow Moving
21273,12,10.99,131.88,18.0,0.6666666666666666,Normal
21275,20,10.99,219.8,0.0,inf,Dead Stock
21277,89,18.99,1690.11,271.0,0.3284132841328413,Fast Moving
21280,14,72.99,1021.8599999999999,2.0,7.0,Slow Moving
21281,231,44.99,10392.69,30.0,7.7,Slow Moving
21282,29,11.99,347.71,1.0,29.0,Slow Moving
21283,0,27.99,0.0,0.0,inf,Dead Stock
21284,30,17.99,539.6999999999999,15.0,2.0,Normal
21286,53,46.99,2490.4700000000003,8.0,6.625,Slow Moving
21293,28,6.99,195.72,0.0,inf,Dead Stock
21300,3,9.99,29.97,13.0,0.23076923076923078,Fast Moving
21307,15,10.99,164.85,0.0,inf,Dead Stock
21308,2100,10.99,23079.0,542.0,3.874538745387454,Slow Moving
21309,25,10.99,274.75,0.0,inf,Dead Stock
21311,31,39.99,1239.69,42.0,0.7380952380952381,Normal
21313,293,5.99,1755.0700000000002,24.0,12.208333333333334,Slow Moving
21317,362,13.989999999999998,5064.379999999999,226.0,1.6017699115044248,Normal
21318,11,5.99,65.89,12.0,0.9166666666666666,Normal
21319,491,12.99,6378.09,169.0,2.905325443786982,Slow Moving
21320,21,10.99,230.79,13.0,1.6153846153846154,Normal
21321,339,5.99,2030.6100000000001,139.0,2.4388489208633093,Slow Moving
21323,21,8.99,188.79,32.0,0.65625,Normal
21324,37,8.99,332.63,0.0,inf,Dead Stock
21325,66,29.989999999999995,1979.3399999999997,1.0,66.0,Slow Moving
21326,240,26.99,6477.599999999999,92.0,2.608695652173913,Slow Moving
21328,8,8.99,71.92,0.0,inf,Dead Stock
21329,701,17.99,12610.99,363.0,1.9311294765840221,Normal
21333,25,12.99,324.75,12.0,2.0833333333333335,Slow Moving
21334,14,14.99,209.86,0.0,inf,Dead Stock
21338,93,19.99,1859.07,31.0,3.0,Slow Moving
21339,11,99.99,1099.8899999999999,1.0,11.0,Slow Moving
21340,3,99.99,299.96999999999997,3.0,1.0,Normal
21341,422,14.99,6325.78,70.0,6.0285714285714285,Slow Moving
21343,24,14.99,359.76,0.0,inf,Dead Stock
21352,92,79.99,7359.08,2.0,46.0,Slow Moving
21353,414,6.79,2811.06,111.0,3.72972972972973,Slow Moving
21355,29,12.49,362.21,5.0,5.8,Slow Moving
21357,0,14.99,0.0,0.0,inf,Dead Stock
21359,9,16.99,152.91,12.0,0.75,Normal
21363,28,19.99,559.7199999999999,30.0,0.9333333333333333,Normal
21364,111,16.99,1885.8899999999999,34.0,3.264705882352941,Slow Moving
21366,105,11.99,1258.95,7.0,15.0,Slow Moving
21367,14,29.99,419.85999999999996,17.0,0.8235294117647058,Normal
21368,20,34.99,699.8000000000001,0.0,inf,Dead Stock
21369,469,21.990000000000002,10313.310000000001,34.0,13.794117647058824,Slow Moving
21371,48,12.99,623.52,0.0,inf,Dead Stock
21374,36,7.49,269.64,84.0,0.42857142857142855,Fast Moving
21375,70,7.489999999999999,524.3,24.0,2.9166666666666665,Slow Moving
21376,7,13.99,97.93,0.0,inf,Dead Stock
21377,3,12.99,38.97,0.0,inf,Dead Stock
21379,25,13.99,349.75,0.0,inf,Dead Stock
21380,85,19.49,1656.6499999999999,8.0,10.625,Slow Moving
21381,284,13.99,3973.16,45.0,6.311111111111111,Slow Moving
21382,300,13.99,4197.0,26.0,11.538461538461538,Slow Moving
21383,121,13.99,1692.79,3.0,40.333333333333336,Slow Moving
21384,16,24.99,399.84,9.0,1.7777777777777777,Normal
21385,6,17.99,107.94,3.0,2.0,Normal
21386,22,20.99,461.78,6.0,3.6666666666666665,Slow Moving
21389,0,36.49,0.0,0.0,inf,Dead Stock
21394,12,36.49,437.88,0.0,inf,Dead Stock
21397,6,44.99,269.94,0.0,inf,Dead Stock
21401,6,25.99,155.94,0.0,inf,Dead Stock
21407,248,13.99,3469.52,5.0,49.6,Slow Moving
21408,131,17.99,2356.6899999999996,10.0,13.1,Slow Moving
21409,52,59.99,3119.48,20.0,2.6,Slow Moving
21410,271,18.99,5146.29,32.0,8.46875,Slow Moving
21411,158,15.99,2526.42,8.0,19.75,Slow Moving
21416,36,5.99,215.64000000000001,24.0,1.5,Normal
21418,2,17.99,35.98,0.0,inf,Dead Stock
21419,36,7.99,287.64,36.0,1.0,Normal
21420,60,7.99,479.40000000000003,36.0,1.6666666666666667,Normal
21422,319,17.99,5738.8099999999995,0.0,inf,Dead Stock
21425,0,26.99,0.0,0.0,inf,Dead Stock
21426,69,23.99,1655.31,5.0,13.8,Slow Moving
21427,22,15.99,351.78000000000003,31.0,0.7096774193548387,Normal
21428,202,12.99,2623.98,39.0,5.17948717948718,Slow Moving
21429,12,76.99,923.8799999999999,4.0,3.0,Slow Moving
21431,28,91.99,2575.72,2.0,14.0,Slow Moving
21432,12,38.99,467.88,0.0,inf,Dead Stock
21433,0,32.99,0.0,0.0,inf,Dead Stock
21434,39,64.99,2534.6099999999997,4.0,9.75,Slow Moving
21438,80,109.99,8799.199999999999,0.0,inf,Dead Stock
21440,24,869.9900000000001,20879.760000000002,0.0,inf,Dead Stock
21441,2,26.99,53.98,10.0,0.2,Fast Moving
21442,142,12.99,1844.58,44.0,3.227272727272727,Slow Moving
21443,12,157.99,1895.88,0.0,inf,Dead Stock
21444,33,339.99,11219.67,0.0,inf,Dead Stock
21445,9,85.99,773.91,0.0,inf,Dead Stock
21446,20,24.99,499.79999999999995,1.0,20.0,Slow Moving
21447,15,92.99,1394.85,2.0,7.5,Slow Moving
21449,3,53.99,161.97,7.0,0.42857142857142855,Fast Moving
21450,23,239.94999999999996,5518.849999999999,0.0,inf,Dead Stock
21453,48,153.99,7391.52,0.0,inf,Dead Stock
21455,13,204.99,2664.87,0.0,inf,Dead Stock
21458,16,67.99,1087.84,1.0,16.0,Slow Moving
21459,77,152.99,11780.230000000001,0.0,inf,Dead Stock
21460,0,31.99,0.0,2.0,0.0,Fast Moving
21461,87,57.99,5045.13,4.0,21.75,Slow Moving
21463,54,139.99,7559.460000000001,3.0,18.0,Slow Moving
21465,45,759.99,34199.55,0.0,inf,Dead Stock
21466,48,449.99,21599.52,0.0,inf,Dead Stock
21467,51,118.99,6068.49,0.0,inf,Dead Stock
21468,13,78.99,1026.87,2.0,6.5,Slow Moving
21469,909,32.99,29987.910000000003,352.0,2.5823863636363638,Slow Moving
21470,24,292.99,7031.76,0.0,inf,Dead Stock
21471,3,46.99,140.97,1.0,3.0,Slow Moving
21472,21,115.99,2435.79,0.0,inf,Dead Stock
21473,2,58.99,117.98,2.0,1.0,Normal
21474,8,90.99,727.92,0.0,inf,Dead Stock
21475,1,79.99,79.99,2.0,0.5,Fast Moving
21476,42,299.99,12599.58,0.0,inf,Dead Stock
21477,39,129.99,5069.610000000001,0.0,inf,Dead Stock
21478,1,71.99,71.99,5.0,0.2,Fast Moving
21480,4,77.99,311.96,1.0,4.0,Slow Moving
21485,3,35.99,107.97,14.0,0.21428571428571427,Fast Moving
21486,39,22.99,896.6099999999999,0.0,inf,Dead Stock
21487,42,15.49,650.58,0.0,inf,Dead Stock
21488,44,17.99,791.56,0.0,inf,Dead Stock
21489,23,17.99,413.77,0.0,inf,Dead Stock
21491,18,14.99,269.82,0.0,inf,Dead Stock
21502,33,18.99,626.67,22.0,1.5,Normal
21504,12,9.99,119.88,12.0,1.0,Normal
21505,27,6.99,188.73000000000002,0.0,inf,Dead Stock
21506,0,19.99,0.0,0.0,inf,Dead Stock
21510,267,10.99,2934.33,195.0,1.3692307692307693,Normal
21517,73,7.79,568.67,30.0,2.433333333333333,Slow Moving
21519,10,49.99,499.90000000000003,1.0,10.0,Slow Moving
21523,158,55.99,8846.42,0.0,inf,Dead Stock
21526,71,9.99,709.29,12.0,5.916666666666667,Slow Moving
21528,103,17.99,1852.9699999999998,0.0,inf,Dead Stock
21529,75,12.99,974.25,5.0,15.0,Slow Moving
21533,35,7.49,262.15000000000003,31.0,1.1290322580645162,Normal
21534,410,11.99,4915.9,31.0,13.225806451612904,Slow Moving
21536,21,9.99,209.79,0.0,inf,Dead Stock
21537,11,15.99,175.89000000000001,0.0,inf,Dead Stock
21538,40,15.99,639.6,3.0,13.333333333333334,Slow Moving
21552,340,19.989999999999995,6796.5999999999985,108.0,3.1481481481481484,Slow Moving
21561,133,22.99,3057.6699999999996,22.0,6.045454545454546,Slow Moving
21562,60,29.99,1799.3999999999999,10.0,6.0,Slow Moving
21564,29,15.49,449.21,2.0,14.5,Slow Moving
21573,394,7.990000000000001,3148.0600000000004,97.0,4.061855670103093,Slow Moving
21576,395,19.99,7896.049999999999,129.0,3.062015503875969,Slow Moving
21581,73,30.989999999999995,2262.2699999999995,25.0,2.92,Slow Moving
21583,77,25.99,2001.2299999999998,16.0,4.8125,Slow Moving
21584,16,28.99,463.84,0.0,inf,Dead Stock
21586,70,46.99,3289.3,0.0,inf,Dead Stock
21587,2,77.99,155.98,0.0,inf,Dead Stock
21588,1,199.99,199.99,0.0,inf,Dead Stock
21590,7,11.99,83.93,0.0,inf,Dead Stock
21592,21,9.99,209.79,6.0,3.5,Slow Moving
21593,3,7.99,23.97,1.0,3.0,Slow Moving
21595,44,9.99,439.56,136.0,0.3235294117647059,Fast Moving
21596,134,21.99,2946.66,260.0,0.5153846153846153,Normal
21601,5,14.49,72.45,0.0,inf,Dead Stock
21609,1141,13.99,15962.59,522.0,2.185823754789272,Slow Moving
21614,30,11.99,359.7,2.0,15.0,Slow Moving
21615,112,6.99,782.88,30.0,3.7333333333333334,Slow Moving
21616,1,1.99,1.99,3.0,0.3333333333333333,Fast Moving
21619,28,3.49,97.72,0.0,inf,Dead Stock
21622,48,9.99,479.52,9.0,5.333333333333333,Slow Moving
21625,14,15.99,223.86,1.0,14.0,Slow Moving
21627,348,16.99,5912.5199999999995,99.0,3.515151515151515,Slow Moving
21628,14,14.99,209.86,0.0,inf,Dead Stock
21631,50,17.99,899.4999999999999,0.0,inf,Dead Stock
21632,164,8.99,1474.3600000000001,4.0,41.0,Slow Moving
21633,12,10.99,131.88,0.0,inf,Dead Stock
21635,3,42.99,128.97,0.0,inf,Dead Stock
21645,8,28.99,231.92,5.0,1.6,Normal
21653,17,16.99,288.83,0.0,inf,Dead Stock
21654,6,15.99,95.94,0.0,inf,Dead Stock
21665,0,23.99,0.0,0.0,inf,Dead Stock
21672,347,17.99,6242.53,47.0,7.382978723404255,Slow Moving
21673,42,11.99,503.58,4.0,10.5,Slow Moving
21674,12,26.99,323.88,5.0,2.4,Slow Moving
21675,6,49.99,299.94,0.0,inf,Dead Stock
21684,213,11.99,2553.87,0.0,inf,Dead Stock
21685,47,15.99,751.53,162.0,0.29012345679012347,Fast Moving
21686,4,15.99,63.96,5.0,0.8,Normal
21693,78,34.99,2729.2200000000003,55.0,1.4181818181818182,Normal
21696,41,12.99,532.59,0.0,inf,Dead Stock
21698,11,7.99,87.89,0.0,inf,Dead Stock
21700,102,6.99,712.98,23.0,4.434782608695652,Slow Moving
21709,8,54.99,439.92,0.0,inf,Dead Stock
21710,17,45.99,781.83,0.0,inf,Dead Stock
21711,18,24.99,449.82,3.0,6.0,Slow Moving
21712,8,49.99,399.92,0.0,inf,Dead Stock
21713,8,14.99,119.92,0.0,inf,Dead Stock
21729,235,11.99,2817.65,52.0,4.519230769230769,Slow Moving
21730,42,57.989999999999995,2435.58,18.0,2.3333333333333335,Slow Moving
21731,68,67.99,4623.32,12.0,5.666666666666667,Slow Moving
21732,9,39.99,359.91,12.0,0.75,Normal
21733,72,12.99,935.28,12.0,6.0,Slow Moving
21734,68,19.99,1359.32,20.0,3.4,Slow Moving
21735,1097,25.99,28511.03,95.0,11.547368421052632,Slow Moving
21737,18,269.99,4859.82,1.0,18.0,Slow Moving
21750,158,9.99,1578.42,62.0,2.5483870967741935,Slow Moving
21752,533,12.99,6923.67,170.0,3.135294117647059,Slow Moving
21757,23,13.99,321.77,0.0,inf,Dead Stock
21761,32,16.99,543.68,2.0,16.0,Slow Moving
21767,17,19.99,339.83,0.0,inf,Dead Stock
21769,96,9.790000000000001,939.8400000000001,14.0,6.857142857142857,Slow Moving
21771,11,34.99,384.89000000000004,0.0,inf,Dead Stock
21775,40,10.99,439.6,0.0,inf,Dead Stock
21777,8,15.99,127.92,0.0,inf,Dead Stock
21781,7,9.49,66.43,0.0,inf,Dead Stock
21783,190,13.49,2563.1,32.0,5.9375,Slow Moving
21784,112,12.99,1454.88,77.0,1.4545454545454546,Normal
21785,16,28.99,463.84,0.0,inf,Dead Stock
21787,4,8.99,35.96,0.0,inf,Dead Stock
21788,8,8.99,71.92,0.0,inf,Dead Stock
21789,116,19.99,2318.8399999999997,21.0,5.523809523809524,Slow Moving
21790,15,59.99,899.85,0.0,inf,Dead Stock
21791,15,9.99,149.85,0.0,inf,Dead Stock
21795,73,4.79,349.67,174.0,0.41954022988505746,Fast Moving
21798,4,14.99,59.96,0.0,inf,Dead Stock
21799,19,1599.99,30399.81,0.0,inf,Dead Stock
21813,136,4.79,651.44,304.0,0.4473684210526316,Fast Moving
21814,70,31.99,2239.2999999999997,7.0,10.0,Slow Moving
21824,276,24.99,6897.24,91.0,3.032967032967033,Slow Moving
21830,35,49.99,1749.65,2.0,17.5,Slow Moving
21832,111,15.99,1774.89,27.0,4.111111111111111,Slow Moving
21833,26,12.99,337.74,2.0,13.0,Slow Moving
21834,519,14.99,7779.81,118.0,4.398305084745763,Slow Moving
21836,194,22.99,4460.0599999999995,111.0,1.7477477477477477,Normal
21837,4,18.99,75.96,8.0,0.5,Fast Moving
21849,147,16.99,2497.5299999999997,35.0,4.2,Slow Moving
21850,0,3.29,0.0,7.0,0.0,Fast Moving
21853,1,67.99,67.99,0.0,inf,Dead Stock
21854,3,82.99,248.96999999999997,4.0,0.75,Normal
21856,12,6.19,74.28,0.0,inf,Dead Stock
21857,13,41.99,545.87,0.0,inf,Dead Stock
21858,6,41.99,251.94,0.0,inf,Dead Stock
21859,401,12.989999999999998,5208.99,277.0,1.447653429602888,Normal
21860,29,19.99,579.7099999999999,1.0,29.0,Slow Moving
21861,462,11.989999999999998,5539.379999999999,110.0,4.2,Slow Moving
