Brand,Revenue,Quantity,Transactions,Revenue %,Cumulative %,Category
743,7148.570000000001,143,100,0.02157122739171587,72.2279543610553,B
4737,7148.4,560,379,0.021570714406789288,72.24952507546209,B
2445,7146.04,596,439,0.021563592968985024,72.27108866843108,B
14930,7141.38,530,330,0.021549531146879988,72.29263819957795,B
37656,7136.429999999999,357,168,0.021534594232841375,72.3141727938108,B
2678,7131.3,170,85,0.02151911415829227,72.33569190796909,B
2886,7128.85,115,52,0.021511721140232757,72.35720362910932,B
5348,7128.79,521,416,0.02151154008672926,72.37871516919606,B
4422,7126.3,620,425,0.021504026366334077,72.40021919556239,B
3805,7119.28,472,299,0.021482843106424773,72.42170203866881,B
5758,7116.44,356,279,0.02147427324059252,72.44317631190941,B
8346,7102.86,414,204,0.02143329479763407,72.46460960670704,B
3757,7102.55,245,98,0.02143235935453266,72.48604196606158,B
24146,7096.45,355,167,0.021413952248343665,72.50745591830992,B
809,7096.379999999999,362,238,0.02141374101925625,72.52886965932917,B
3201,7081.84,216,164,0.021369865720241826,72.55023952504942,B
8576,7075.82,1418,422,0.021351700018724162,72.57159122506815,B
3591,7070.07,393,309,0.021334349057972237,72.59292557412611,B
16828,7053.57,543,255,0.021284559344510203,72.61421013347062,B
12775,7052.9400000000005,706,278,0.021282658282723473,72.63549279175335,B
22758,7051.59,441,201,0.021278584578894758,72.65677137633224,B
2149,7047.13,987,762,0.021265126268468052,72.67803650260072,B
8737,7042.48,552,282,0.02125109462194693,72.69928759722266,B
39256,7040.4,560,319,0.02124481810049232,72.72053241532316,B
4979,7039.12,88,77,0.021240955625751026,72.74177337094892,B
3999,7023.049999999999,295,234,0.021192463462397393,72.76296583441132,B
8072,7021.29,171,80,0.02118715255962811,72.78415298697095,B
31541,7016.67,333,141,0.02117321143985874,72.80532619841081,B
3373,7004.36,364,261,0.021136065296057667,72.82646226370687,B
23218,6993.0,700,309,0.02110178583272865,72.8475640495396,B
38898,6987.67,233,140,0.02108570224650122,72.8686497517861,B
3747,6983.01,999,536,0.021071640424396184,72.88972139221049,B
34905,6980.21,739,418,0.021063191260899596,72.91078458347138,B
3780,6979.65,535,365,0.021061501428200277,72.93184608489959,B
3045,6965.150000000001,685,510,0.02101774683152152,72.95286383173111,B
45496,6959.29,771,421,0.021000063939346517,72.97386389567045,B
11915,6957.679999999999,232,101,0.020995205670335977,72.99485910134078,B
3725,6952.25,475,277,0.020978820328269383,73.01583792166905,B
21951,6949.27,573,321,0.020969828004262298,73.03680774967332,B
24453,6934.99,301,141,0.0209267372704297,73.05773448694374,B
8485,6926.15,385,309,0.020900062054247614,73.078634548998,B
2465,6924.84,2316,844,0.020896109052754568,73.09953065805075,B
2675,6920.52,148,132,0.02088307320050269,73.12041373125126,B
4294,6917.43,457,351,0.020873748945072528,73.14128748019634,B
6651,6905.65,535,306,0.020838202107219022,73.16212568230355,B
1727,6904.86,314,237,0.02083581823608963,73.18296150053965,B
5346,6898.62,138,107,0.020816988671725805,73.20377848921137,B
7198,6896.16,684,379,0.02080956547808237,73.22458805468946,B
10626,6890.7300000000005,627,378,0.020793180136015776,73.24538123482547,B
14363,6888.71,329,171,0.020787084668064667,73.26616831949353,B
42462,6882.93,583,325,0.020769643180560994,73.28693796267409,B
599,6877.2,280,163,0.020752352570976906,73.30769031524507,B
3760,6872.179999999999,382,312,0.02073720442785088,73.32842751967291,B
2975,6865.42,458,349,0.020716805733123404,73.34914432540604,B
3736,6841.96,604,430,0.02064601381325556,73.36979033921929,B
23074,6836.58,342,126,0.020629779349108545,73.3904201185684,B
31349,6836.35,965,519,0.02062908531067847,73.41104920387907,B
18106,6823.86,614,351,0.0205913960063669,73.43164059988544,B
3286,6814.79,121,95,0.02056402675175474,73.4522046266372,B
1228,6814.29,71,59,0.02056251797255892,73.47276714460976,B
1738,6806.44,356,298,0.020538830139184557,73.49330597474895,B
14184,6801.16,484,238,0.020522897430876704,73.51382887217983,B
12465,6799.53,747,211,0.020517978810698334,73.53434685099053,B
17504,6799.46,454,210,0.02051776758161092,73.55486461857214,B
37401,6797.31,769,321,0.020511279831068898,73.57537589840321,B
4878,6794.2,1030,613,0.0205018952244709,73.59587779362768,B
42579,6791.25,675,343,0.02049299342721557,73.61637078705489,B
4664,6783.2,180,134,0.020468702082162876,73.63683948913706,B
3343,6780.78,522,419,0.02046139959085511,73.65730088872792,B
2917,6776.61,339,267,0.02044881637236198,73.67774970510028,B
2580,6769.17,183,133,0.02042636573792819,73.69817607083822,B
3690,6759.71,229,182,0.020397819635543286,73.71857389047376,B
6552,6736.07,293,212,0.020326484555164948,73.73890037502893,B
3107,6730.98,102,76,0.02031112518295151,73.75921150021189,B
24456,6729.88,458,207,0.020307805868720708,73.77951930608062,B
2668,6729.1900000000005,481,387,0.02030572375343048,73.79982502983404,B
4626,6715.8,320,150,0.020265318646566437,73.8200903484806,B
8018,6711.94,806,352,0.02025367087117471,73.84034401935178,B
8123,6696.0,600,321,0.02020557099041199,73.86054959034219,B
1366,6692.52,5188,976,0.020195069887209094,73.8807446602294,B
3890,6692.28,372,268,0.020194345673195096,73.90093900590259,B
4438,6673.32,668,420,0.020137132766089628,73.92107613866868,B
31454,6668.93,807,371,0.020123885684750337,73.94120002435344,B
2926,6661.62,238,177,0.020101827332907458,73.96130185168634,B
7977,6661.150000000001,635,469,0.02010040908046339,73.98140226076681,B
3458,6656.669999999999,333,217,0.020086890418868845,74.00148915118568,B
41711,6652.89,1311,621,0.020075484048148455,74.02156463523383,B
3515,6642.16,284,225,0.020043105646606173,74.04160774088044,B
2780,6640.360000000001,164,123,0.020037674041501224,74.06164541492194,B
2121,6634.88,612,472,0.02002113782151504,74.08166655274346,B
3883,6630.0,300,253,0.020006412136563845,74.10167296488002,B
27830,6625.11,389,182,0.019991656276028735,74.12166462115606,B
8370,6624.84,716,487,0.019990841535262992,74.14165546269132,B
25021,6612.0,600,189,0.01995209608551435,74.16160755877684,B
8393,6610.84,116,83,0.01994859571778005,74.18155615449461,B
24086,6598.92,508,298,0.01991262642175172,74.20146878091637,B
8267,6597.36,264,153,0.019907919030660762,74.22137669994703,B
27831,6595.49,551,320,0.019902276196468397,74.24127897614349,B
41212,6594.46,474,206,0.01989916811132501,74.26117814425481,B
8032,6583.76,824,352,0.01986688023653448,74.28104502449135,B
39254,6583.03,597,305,0.01986467741890858,74.30090970191026,B
46762,6582.54,546,290,0.01986319881529668,74.32077290072556,B
13458,6573.25,575,326,0.019835165697838355,74.3406080664234,B
9145,6570.63,6637,1081,0.019827259694852262,74.36043532611825,B
5817,6567.8099999999995,219,183,0.01981875018018784,74.38025407629844,B
7159,6561.81,819,409,0.01980064482983801,74.40005472112828,B
62,6552.38,162,132,0.019772189254204858,74.41982691038248,B
1760,6523.49,251,176,0.019685011992270417,74.43951192237475,B
4796,6518.15,385,246,0.01966889823045907,74.45918082060521,B
6590,6516.0199999999995,398,285,0.01966247083108488,74.47884329143629,B
33682,6515.4,360,251,0.019660599944882062,74.49850389138118,B
16318,6507.58,542,240,0.01963700263825945,74.51814089401944,B
6319,6506.03,497,248,0.01963232542275241,74.53777321944219,B
46458,6503.85,431,275,0.01962574714545864,74.55739896658764,B
32649,6498.6900000000005,531,319,0.019610176544157785,74.5770091431318,B
3763,6489.82,218,193,0.019583410801223947,74.59659255393302,B
1112,6484.62,138,92,0.019567719497587427,74.61616027343061,B
16931,6473.610000000001,39,7,0.01953449617969549,74.63569476961031,B
8673,6468.12,588,381,0.01951792978412539,74.65521269939444,B
5815,6459.25,275,223,0.019491164041191555,74.67470386343562,B
6681,6453.3099999999995,269,144,0.019473239744345224,74.69417710317997,B
3486,6443.04,496,414,0.019442249419663094,74.71361935259964,B
3847,6431.88,1612,643,0.01940857346801241,74.73302792606765,B
4382,6428.37,363,224,0.019397981838057757,74.7524259079057,B
39479,6425.43,657,352,0.01938911021638634,74.77181501812208,B
33143,6404.53,647,382,0.019326043246001092,74.79114106136808,B
3794,6399.39,161,137,0.01931053299586807,74.81045159436395,B
1282,6393.82,218,198,0.019293725195626645,74.82974531955958,B
25832,6376.22,578,292,0.019240616167933804,74.84898593572751,B
38181,6375.46,1054,476,0.01923832282355616,74.86822425855107,B
45848,6371.2,484,247,0.019225468024807776,74.88744972657588,B
3607,6362.7300000000005,6427,1264,0.0191999093052306,74.90664963588111,B
10296,6360.51,399,238,0.019193210325601163,74.9258428462067,B
10264,6357.88,212,104,0.019185274147031153,74.94502812035374,B
4410,6353.64,636,429,0.019172479699450604,74.96420060005319,B
904,6350.469999999999,353,184,0.01916291403934911,74.98336351409255,B
2438,6350.129999999999,87,72,0.019161888069495953,75.00252540216204,B
27596,6344.2699999999995,803,376,0.01914420517732095,75.02166960733936,B
1875,6337.94,206,173,0.019125104032701876,75.04079471137206,B
4701,6326.45,355,229,0.019090432286781953,75.05988514365885,B
23595,6324.099999999999,390,282,0.0190833410245616,75.0789684846834,B
8395,6322.9800000000005,102,81,0.019079961359162966,75.09804844604257,B
34439,6317.46,454,230,0.019063304436841122,75.11711175047941,B
41713,6313.51,1249,556,0.01905138508119415,75.13616313556061,B
44145,6312.01,699,399,0.019046858743606693,75.15520999430422,B
2954,6299.81,119,92,0.0190100445312287,75.17422003883544,B
18107,6291.88,1022,549,0.018986115293183007,75.19320615412863,B
21254,6289.139999999999,286,148,0.018977847183189914,75.21218400131183,B
15549,6278.43,157,81,0.01894552913281547,75.23112953044465,B
6984,6276.7699999999995,323,189,0.018940519985885345,75.25007005043054,B
34175,6269.37,563,288,0.01891819005378722,75.26898824048432,B
3989,6266.7,330,248,0.018910133172881545,75.2878983736572,B
25808,6258.78,522,236,0.01888623411041977,75.30678460776763,B
18868,6258.03,397,210,0.018883970941626037,75.32566857870926,B
2686,6254.360000000001,164,149,0.018872896502328727,75.34454147521159,B
24612,6251.57,443,238,0.018864477514416056,75.363405952726,B
27042,6245.82,618,334,0.01884712655366413,75.38225307927966,B
1295,6240.360000000001,1564,513,0.01883065068484579,75.40108372996451,B
3221,6238.36,564,453,0.01882461556806251,75.41990834553258,B
3420,6236.8,620,323,0.018819908176971555,75.43872825370954,B
79,6235.84,416,317,0.01881701132091558,75.45754526503046,B
3410,6235.33,367,258,0.018815472366135844,75.4763607373966,B
6402,6223.66,134,118,0.01878025745970542,75.49514099485631,B
8361,6220.85,415,299,0.01877177812062492,75.51391277297694,B
8837,6217.62,1038,482,0.018762031407019923,75.53267480438396,B
20216,6213.78,622,284,0.01875044398279603,75.55142524836675,B
27813,6212.59,441,293,0.018746853088309985,75.57017210145507,B
8173,6200.25,275,216,0.01870961641775716,75.58888171787282,B
11196,6193.8,620,317,0.018690153166131093,75.60757187103896,B
3703,6193.66,1034,345,0.01868973070795626,75.62626160174692,B
3462,6188.5599999999995,344,283,0.018674341160158908,75.64493594290708,B
3257,6177.97,903,665,0.018642385216791457,75.66357832812388,B
5148,6172.25,275,201,0.01862512478279128,75.68220345290666,B
17707,6160.63,617,326,0.018590060754280442,75.70079351366094,B
16129,6158.38,162,76,0.018583271247899255,75.71937678490885,B
4149,6158.17,4133,957,0.01858263756063701,75.73795942246949,B
17175,6146.31,569,282,0.018546849318112176,75.7565062717876,B
7374,6145.87,613,372,0.018545521592419855,75.77505179338002,B
6096,6137.419999999999,358,278,0.018520023224010508,75.79357181660403,B
2879,6135.96,204,173,0.018515617588758717,75.81208743419279,B
1355,6121.46,1754,815,0.01847186299207996,75.83055929718488,B
2826,6121.35,165,144,0.018471531060656878,75.84903082824553,B
24686,6120.34,766,336,0.01846848332668132,75.86749931157222,B
22019,6118.5199999999995,328,190,0.01846299137040854,75.88596230294263,B
3498,6114.09,291,195,0.01844962358673358,75.90441192652936,B
4889,6106.85,415,299,0.018427776463978116,75.92283970299334,B
37842,6102.91,509,259,0.01841588728391506,75.94125559027727,B
8131,6098.61,339,245,0.018402911782831016,75.9596585020601,B
825,6088.55,145,83,0.018372555145411133,75.9780310572055,B
22963,6083.58,242,133,0.018357557880204687,75.9963886150857,B
15232,6078.66,134,68,0.018342711492917826,76.01473132657863,B
3783,6069.5,3050,805,0.018315070658050416,76.03304639723667,B
8823,6060.31,769,478,0.01828733929643126,76.05133373653311,B
1890,6058.99,101,86,0.018283356119354294,76.06961709265246,B
1862,6055.67,233,182,0.018273337825494056,76.08789043047796,B
32054,6049.84,416,195,0.018255745460070805,76.10614617593802,B
3139,6045.48,252,145,0.01824258890548326,76.1243887648435,B
4550,6040.35,465,372,0.018227108830934154,76.14261587367443,B
2368,6029.570000000001,43,33,0.01819457955147229,76.1608104532259,B
3915,6027.8,420,326,0.01818923847311909,76.17899969169902,B
5668,6017.67,433,320,0.01815867060661179,76.19715836230563,B
8730,6014.54,746,367,0.01814922564884596,76.21530758795447,B
37826,6010.52,848,434,0.018137095064111576,76.23344468301858,B
28474,6005.4,460,241,0.01812164516514638,76.25156632818373,B
2992,5998.8,120,102,0.01810172927976157,76.26966805746349,B
2838,5997.67,133,119,0.018098319438779015,76.28776637690227,B
3314,5994.98,202,159,0.01809020220670551,76.30585657910898,B
38946,5991.4400000000005,656,344,0.01807952004999911,76.32393609915897,B
21308,5990.58,542,274,0.0180769249497823,76.34201302410875,B
